Date,SP500_Open,SP500_High,SP500_Low,SP500_Close,SP500_Volume,SP500_ATRPercentOfClose20,SP500_SQN25,SP500_SQN50,SP500_SQN100,SP500_SQN200,SP500_MACD,SP500_MACD_Avg,SP500_MACD_Diff,SP500_LinReg10,SP500_LinReg30,SP500_LinReg90,SP500_LinReg270
2/15/1950,17.06,17.06,17.06,17.06,0,0.445878545,0.071095206,0,0,0,0.096818213,0.103135361,-0.006317148,17.15636364,17.17206452,17.17997984,17.17997984
2/16/1950,16.99,16.99,16.99,16.99,0,0.44593017,-0.167152892,0,0,0,0.079089286,0.098326146,-0.01923686,17.05545455,17.16273118,17.16909091,17.16909091
2/17/1950,17.15,17.15,17.15,17.15,0,0.466328624,0.870589963,0,0,0,0.077061332,0.094073183,-0.017011852,17.04909091,17.17812903,17.17768271,17.17768271
2/20/1950,17.2,17.2,17.2,17.2,0,0.456259251,1.212072561,0,0,0,0.078582891,0.090975125,-0.012392234,17.07636364,17.20178495,17.19089076,17.19089076
2/21/1950,17.17,17.17,17.17,17.17,0,0.442939788,1.026587913,0,0,0,0.076486302,0.08807736,-0.011591059,17.10418182,17.22688172,17.19938095,17.19938095
2/23/1950,17.21,17.21,17.21,17.21,0,0.431435929,0.828750637,0,0,0,0.077162919,0.085894472,-0.008731553,17.136,17.25313978,17.21118619,17.21118619
2/24/1950,17.28,17.28,17.28,17.28,0,0.428458433,1.007831198,0,0,0,0.082397729,0.085195123,-0.002797395,17.18909091,17.29111828,17.22903272,17.22903272
2/27/1950,17.28,17.28,17.28,17.28,0,0.407035512,0.960261868,0,0,0,0.08556007,0.085268113,0.000291957,17.25236364,17.30587097,17.2451417,17.2451417
2/28/1950,17.22,17.22,17.22,17.22,0,0.405452669,0.742824472,0,0,0,0.082276319,0.084669754,-0.002393435,17.28690909,17.30365591,17.25378205,17.25378205
3/1/1950,17.24,17.24,17.24,17.24,0,0.390533655,0.741979053,0,0,0,0.0803614,0.083808083,-0.003446683,17.29345455,17.30376344,17.26347561,17.26347561
3/2/1950,17.23,17.23,17.23,17.23,0,0.374124214,0.868690424,0,0,0,0.077147586,0.082475984,-0.005328397,17.28672727,17.30858065,17.2712892,17.2712892
3/3/1950,17.29,17.29,17.29,17.29,0,0.371535696,1.352990103,0,0,0,0.078536792,0.081688145,-0.003151354,17.27745455,17.31795699,17.28385382,17.28385382
3/6/1950,17.32,17.32,17.32,17.32,0,0.361008059,1.454252958,0,0,0,0.081123356,0.081575188,-0.000451831,17.29418182,17.32963441,17.29799154,17.29799154
3/7/1950,17.2,17.2,17.2,17.2,0,0.380234105,0.90600495,0,0,0,0.072652735,0.079790697,-0.007137962,17.27018182,17.3251828,17.30036364,17.30036364
3/8/1950,17.19,17.19,17.19,17.19,0,0.364341203,0.455278909,0,0,0,0.064390536,0.076710665,-0.012320129,17.23672727,17.31886022,17.30157488,17.30157488
3/9/1950,17.07,17.07,17.07,17.07,0,0.383706737,0.061687634,0,0,0,0.047610859,0.070890704,-0.023279845,17.16872727,17.29156989,17.29247919,17.29247919
3/10/1950,17.09,17.09,17.09,17.09,0,0.369946185,0.111492937,0,0,0,0.035517255,0.063816014,-0.028298759,17.12927273,17.25746237,17.28558511,17.28558511
3/13/1950,17.12,17.12,17.12,17.12,0,0.359594702,-0.293965041,0,0,0,0.028030617,0.056658935,-0.028628317,17.11054545,17.22423656,17.2815051,17.2815051
3/14/1950,17.25,17.25,17.25,17.25,0,0.376721636,-0.09364676,0,0,0,0.032215951,0.051770338,-0.019554387,17.13345455,17.21098925,17.2879102,17.2879102
3/15/1950,17.45,17.45,17.45,17.45,0,0.411090305,0.313180504,0,0,0,0.051082341,0.051632738,-0.000550398,17.22781818,17.23367742,17.30931765,17.30931765
3/16/1950,17.49,17.49,17.49,17.49,0,0.401077732,0.629075697,1.219678695,0,0,0.068472449,0.05500068,0.013471768,17.32254545,17.26066667,17.33224736,17.33224736
3/17/1950,17.45,17.45,17.45,17.45,0,0.39335857,0.580140473,0.910628395,0,0,0.078125981,0.059625741,0.018500241,17.40127273,17.27974194,17.35058781,17.35058781
3/20/1950,17.44,17.44,17.44,17.44,0,0.376771886,0.393819382,0.779024727,0,0,0.084001245,0.064500842,0.019500403,17.47381818,17.30696774,17.36691824,17.36691824
3/21/1950,17.45,17.45,17.45,17.45,0,0.360593502,0.516788742,0.719465321,0,0,0.088444813,0.069289636,0.019155177,17.51927273,17.33810753,17.38284175,17.38284175
3/22/1950,17.55,17.55,17.55,17.55,0,0.369101925,1.313815128,0.715791793,0,0,0.098895531,0.075210815,0.023684716,17.58363636,17.38290323,17.40475974,17.40475974
3/23/1950,17.56,17.56,17.56,17.56,0,0.353294524,1.341424303,0.808768613,0,0,0.106754122,0.081519476,0.025234646,17.60781818,17.42148387,17.42593985,17.42593985
3/24/1950,17.56,17.56,17.56,17.56,0,0.335629798,1.57620055,0.720024994,0,0,0.111694566,0.087554494,0.024140072,17.60927273,17.45660215,17.44575318,17.44575318
3/27/1950,17.46,17.46,17.46,17.46,0,0.349311357,0.885094867,1.228722286,0,0,0.106315204,0.091306636,0.015008568,17.55654545,17.48144086,17.45758036,17.45758036
3/28/1950,17.53,17.53,17.53,17.53,0,0.35048645,0.931915916,1.52665817,0,0,0.106473081,0.094339925,0.012133156,17.53545455,17.51133333,17.47325424,17.47325424
3/29/1950,17.44,17.44,17.44,17.44,0,0.360483148,0.743456851,1.264214892,0,0,0.098203918,0.095112724,0.003091194,17.508,17.51593548,17.48208743,17.48208743
3/30/1950,17.3,17.3,17.3,17.3,0,0.385692763,0.23984686,0.773474642,0,0,0.079438004,0.09197778,-0.012539776,17.44072727,17.50032258,17.48137493,17.48137493
3/31/1950,17.29,17.29,17.29,17.29,0,0.369511889,0.036950297,0.773928665,0,0,0.063032368,0.086188698,-0.023156329,17.37236364,17.47722581,17.47998464,17.47998464
4/3/1950,17.53,17.53,17.53,17.53,0,0.4146844,0.55990518,1.068940585,0,0,0.068605932,0.082672144,-0.014066213,17.39363636,17.49331183,17.49346726,17.49346726
4/4/1950,17.55,17.55,17.55,17.55,0,0.399199239,0.744710184,1.051839941,0,0,0.073786291,0.080894974,-0.007108683,17.41890909,17.5128172,17.50736538,17.50736538
4/5/1950,17.63,17.63,17.63,17.63,0,0.400206995,0.866829043,1.138295883,0,0,0.083385874,0.081393154,0.00199272,17.48636364,17.53821505,17.52525874,17.52525874
4/6/1950,17.78,17.78,17.78,17.78,0,0.419171364,1.169886519,1.44700292,0,0,0.101922461,0.085499015,0.016423445,17.60327273,17.58234409,17.55102668,17.55102668
4/10/1950,17.85,17.85,17.85,17.85,0,0.41625902,1.184841134,1.784053473,0,0,0.120867963,0.092572805,0.028295159,17.73236364,17.63634409,17.57947761,17.57947761
4/11/1950,17.75,17.75,17.75,17.75,0,0.425842948,0.888740003,1.620061273,0,0,0.126356685,0.099329581,0.027027104,17.79109091,17.67397849,17.60065217,17.60065217
4/12/1950,17.94,17.94,17.94,17.94,0,0.453220553,1.499404914,1.71918817,0,0,0.144373699,0.108338404,0.036035294,17.91363636,17.72868817,17.63146584,17.63146584
4/13/1950,17.98,17.98,17.98,17.98,0,0.440725132,1.603674834,1.525698115,0,0,0.160035192,0.118677762,0.04135743,18.00963636,17.78516129,17.66291751,17.66291751
4/14/1950,17.96,17.96,17.96,17.96,0,0.424723051,1.896114873,1.444384866,0,0,0.168886387,0.128719487,0.0401669,18.04127273,17.83365591,17.69165493,17.69165493
4/17/1950,17.88,17.88,17.88,17.88,0,0.427663573,1.643236033,1.308176862,0,0,0.167514687,0.136478527,0.03103616,18.00727273,17.87129032,17.71457763,17.71457763
4/18/1950,18.03,18.03,18.03,18.03,0,0.444497696,1.83368357,1.266729393,0,0,0.176496806,0.144482183,0.032014623,18.04090909,17.92615054,17.74438356,17.74438356
4/19/1950,18.05,18.05,18.05,18.05,0,0.427345085,1.637695716,1.204500617,0,0,0.183118161,0.152209379,0.030908782,18.05818182,17.97096774,17.77377297,17.77377297
4/20/1950,17.93,17.93,17.93,17.93,0,0.442158385,1.00890511,0.953863087,0,0,0.176646366,0.157096776,0.01954959,18.02272727,17.9944086,17.79544912,17.79544912
4/21/1950,17.96,17.96,17.96,17.96,0,0.427700715,0.986944546,1.154209735,0,0,0.171955969,0.160068615,0.011887355,18.01127273,18.00888172,17.81760082,17.81760082
4/24/1950,17.83,17.83,17.83,17.83,0,0.445733573,0.776161157,0.966233504,0,0,0.155951175,0.159245127,-0.003293952,17.95909091,18.00245161,17.83204795,17.83204795
4/25/1950,17.83,17.83,17.83,17.83,0,0.423446894,0.797095889,0.860769701,0,0,0.141634585,0.155723018,-0.014088434,17.888,17.99324731,17.84576761,17.84576761
4/26/1950,17.76,17.76,17.76,17.76,0,0.423567298,0.629114241,0.813938767,0,0,0.123219768,0.149222368,-0.0260026,17.82636364,17.97924731,17.85532278,17.85532278
4/27/1950,17.86,17.86,17.86,17.86,0,0.428131437,0.626001577,1.291993308,0,0,0.115365199,0.142450934,-0.027085735,17.81709091,17.98797849,17.86928704,17.86928704
4/28/1950,17.96,17.96,17.96,17.96,0,0.432299893,0.790724139,1.436363337,0,0,0.115873839,0.137135515,-0.021261676,17.84490909,18.00941935,17.88741945,17.88741945
5/1/1950,18.22,18.22,18.22,18.22,0,0.476174576,1.173554973,1.848050453,0,0,0.135692588,0.13684693,-0.001154342,17.94654545,18.05815054,17.91715839,17.91715839
5/2/1950,18.11,18.11,18.11,18.11,0,0.485483476,1.15994493,1.450545886,0,0,0.140898814,0.137657307,0.003241508,18.02163636,18.08729032,17.94037005,17.94037005
5/3/1950,18.27,18.27,18.27,18.27,0,0.500957879,1.28190031,1.575999588,0,0,0.156135615,0.141352968,0.014782647,18.15163636,18.13307527,17.97002801,17.97002801
5/4/1950,18.12,18.12,18.12,18.12,0,0.521240366,1.160470223,1.373576731,0,0,0.154328144,0.143948003,0.010380141,18.19381818,18.1612043,17.99146101,17.99146101
5/5/1950,18.22,18.22,18.22,18.22,0,0.519902945,1.626987204,1.445578334,0,0,0.159130517,0.146984506,0.012146011,18.26618182,18.19901075,18.01651965,18.01651965
5/8/1950,18.27,18.27,18.27,18.27,0,0.506239742,1.736185621,1.415166899,0,0,0.165068211,0.150601247,0.014466964,18.31563636,18.23890323,18.04275862,18.04275862
5/9/1950,18.27,18.27,18.27,18.27,0,0.480927754,1.401243659,1.415166899,0,0,0.167839131,0.154048824,0.013790307,18.34109091,18.26754839,18.06788304,18.06788304
5/10/1950,18.29,18.29,18.29,18.29,0,0.461849238,1.399655265,1.539935731,0,0,0.169692825,0.157177624,0.012515201,18.33545455,18.29817204,18.09283146,18.09283146
5/11/1950,18.29,18.29,18.29,18.29,0,0.438756777,1.251427764,1.509964324,0,0,0.169211327,0.159584365,0.009626963,18.32090909,18.31789247,18.11673748,18.11673748
5/12/1950,18.18,18.18,18.18,18.18,0,0.44959397,0.763768573,1.352520044,0,0,0.158130823,0.159293656,-0.001162833,18.26490909,18.30883871,18.13442491,18.13489489
5/15/1950,18.26,18.26,18.26,18.26,0,0.44714882,0.77803612,1.373097516,0,0,0.154029222,0.158240769,-0.004211548,18.27654545,18.3035914,18.15871795,18.15570827
5/16/1950,18.44,18.44,18.44,18.44,0,0.469451767,1.277624194,1.53936464,0,0,0.163419372,0.15927649,0.004142882,18.32618182,18.33092473,18.19162393,18.183283
5/17/1950,18.52,18.52,18.52,18.52,0,0.465650975,1.11552562,1.845250739,0,0,0.175295765,0.162480345,0.01281542,18.41745455,18.36387097,18.22803175,18.21311086
5/18/1950,18.56,18.56,18.56,18.56,0,0.452190908,1.113194964,1.915206522,0,0,0.185793842,0.167143044,0.018650797,18.47890909,18.40096774,18.26728205,18.24342763
5/19/1950,18.68,18.68,18.68,18.68,0,0.458941653,1.360111484,2.283934991,0,0,0.201474172,0.17400927,0.027464902,18.57781818,18.45729032,18.30958242,18.27749141
5/22/1950,18.6,18.6,18.6,18.6,0,0.459375193,1.367622956,2.122963201,0,0,0.205081562,0.180223728,0.024857834,18.634,18.50232258,18.34851038,18.30700821
5/23/1950,18.71,18.71,18.71,18.71,0,0.463236753,1.304246958,2.214384268,0,0,0.214345682,0.187048119,0.027297563,18.71018182,18.54980645,18.38380708,18.33982066
5/24/1950,18.69,18.69,18.69,18.69,0,0.44589629,1.223781515,2.017180627,0,0,0.217565768,0.193151649,0.024414119,18.75945455,18.60122581,18.41480098,18.37060606
5/25/1950,18.69,18.69,18.69,18.69,0,0.423601476,1.514548754,1.784495464,0,0,0.217609246,0.198043168,0.019566077,18.78690909,18.65047312,18.44542613,18.40024158
5/26/1950,18.67,18.67,18.67,18.67,0,0.408208677,1.408816003,1.695304327,2.053256286,0,0.21356799,0.201148133,0.012419858,18.76363636,18.69126882,18.47684493,18.42799651
5/29/1950,18.72,18.72,18.72,18.72,0,0.400117158,1.864660406,1.829710725,1.92999015,0,0.211956545,0.203309815,0.00864673,18.74690909,18.72849462,18.5089011,18.45665715
5/31/1950,18.78,18.78,18.78,18.78,0,0.394871328,1.990292027,1.927692202,1.904919185,0,0.213064883,0.205260829,0.007804054,18.76181818,18.77791398,18.54265446,18.48656647
6/1/1950,18.77,18.77,18.77,18.77,0,0.377991442,2.16664908,1.897166141,1.842219031,0,0.210707428,0.206350148,0.004357279,18.77072727,18.82255914,18.5752381,18.51501648
6/2/1950,18.79,18.79,18.79,18.79,0,0.364031634,2.005932985,1.788036743,1.761852293,0,0.208054636,0.206691046,0.00136359,18.78090909,18.85709677,18.60777045,18.54319497
6/5/1950,18.6,18.6,18.6,18.6,0,0.400437994,1.272392618,1.450024862,1.603238011,0,0.18844855,0.203042547,-0.014593997,18.73690909,18.86397849,18.62929426,18.56329924
6/6/1950,18.88,18.88,18.88,18.88,0,0.448926872,1.280470001,1.727060085,1.756123063,0,0.193276277,0.201089293,-0.007813016,18.778,18.8935914,18.659116,18.59299065
6/7/1950,18.93,18.93,18.93,18.93,0,0.438560612,1.65050057,1.951167018,2.283848854,0,0.198844709,0.200640376,-0.001795667,18.84309091,18.92277419,18.68933333,18.62347265
6/8/1950,19.14,19.14,19.14,19.14,0,0.466920311,1.692046881,2.071918605,2.566512042,0,0.217693541,0.204051009,0.013642532,18.96472727,18.96683871,18.72911844,18.66050375
6/9/1950,19.26,19.26,19.26,19.26,0,0.471963241,2.357414425,2.357231052,2.617290029,0,0.239552956,0.211151398,0.028401558,19.10327273,19.02389247,18.77689377,18.70058968
6/12/1950,19.4,19.4,19.4,19.4,0,0.481211929,2.400558267,2.777084633,2.6032469,0,0.265117421,0.221944603,0.043172818,19.25509091,19.09634409,18.82981441,18.74431789
6/13/1950,19.25,19.25,19.25,19.25,0,0.49967459,1.870958877,2.538953836,2.439994985,0,0.270159468,0.231587576,0.038571892,19.32527273,19.15780645,18.87445665,18.78132269
6/14/1950,18.98,18.98,18.98,18.98,0,0.552571078,1.198443942,1.831178853,2.086043779,0,0.249492587,0.235168578,0.014324009,19.28527273,19.17103226,18.90968498,18.80767583
6/15/1950,18.93,18.93,18.93,18.93,0,0.53953561,1.074299701,1.737448738,2.004743747,0,0.226468762,0.233428615,-0.006959853,19.21509091,19.18296774,18.942779,18.83141114
6/16/1950,18.97,18.97,18.97,18.97,0,0.522021015,1.140131697,1.685937717,2.020648616,0,0.209040195,0.228550931,-0.019510736,19.154,19.18572043,18.97708669,18.85571964
6/19/1950,18.92,18.92,18.92,18.92,0,0.510444065,1.268122127,1.446028987,2.03889166,0,0.189014507,0.220643646,-0.031629139,19.02781818,19.18331183,19.006,18.87751547
6/20/1950,18.83,18.83,18.83,18.83,0,0.511137633,0.967007229,1.237989444,2.090732268,0,0.163991366,0.20931319,-0.045321824,18.90909091,19.16830108,19.0292967,18.89554397
6/21/1950,19,19,19,19,0,0.525972924,0.947550663,1.565030278,2.23976459,0,0.156078748,0.198666302,-0.042587554,18.86181818,19.17124731,19.06039316,18.91864976
6/22/1950,19.16,19.16,19.16,19.16,0,0.537255286,1.053640684,1.528064077,2.280907192,0,0.16086426,0.191105894,-0.030241633,18.908,19.19111828,19.09633455,18.94631092
6/23/1950,19.14,19.14,19.14,19.14,0,0.516150507,0.953737674,1.451405323,2.091359971,0,0.161184941,0.185121703,-0.023936762,18.97018182,19.20283871,19.12599512,18.97243251
6/26/1950,18.11,18.11,18.11,18.11,0,0.802604344,-0.461264824,0.154677394,0.804128342,0,0.077434079,0.163584178,-0.086150099,18.71109091,19.07105376,19.10910867,18.96409294
6/27/1950,17.91,17.91,17.91,17.91,0,0.826823363,-0.562869046,0.059797334,0.65721965,0,-0.005019549,0.129863433,-0.134882982,18.42327273,18.91967742,19.08115507,18.94943223
6/28/1950,18.11,18.11,18.11,18.11,0,0.832025738,-0.474008846,0.098581459,0.66420232,0,-0.053608351,0.093169076,-0.146777427,18.22363636,18.80793548,19.0648254,18.9415316
6/29/1950,17.44,17.44,17.44,17.44,0,1.012877684,-0.906988477,-0.388933712,0.142856954,0,-0.144512872,0.045632686,-0.190145559,17.83,18.61864516,19.01961661,18.91242194
6/30/1950,17.69,17.69,17.69,17.69,0,1.019296635,-0.693657104,-0.124813353,0.282255265,0,-0.194144474,-0.002322746,-0.191821728,17.612,18.47070968,18.98449328,18.89195048
7/3/1950,17.64,17.64,17.64,17.64,0,0.985248843,-0.717101541,-0.180270239,0.30920345,0,-0.234805762,-0.048819349,-0.185986413,17.43654545,18.33004301,18.94769231,18.87040245
7/5/1950,17.81,17.81,17.81,17.81,0,0.974778221,-0.618142569,0.02772782,0.428082537,0,-0.250425795,-0.089140638,-0.161285157,17.37163636,18.21232258,18.91956288,18.85466535
7/6/1950,17.91,17.91,17.91,17.91,0,0.948786159,-0.584818998,0.096509222,0.444970809,0,-0.251832649,-0.12167904,-0.130153609,17.43090909,18.11972043,18.89541636,18.84237645
7/7/1950,17.67,17.67,17.67,17.67,0,0.981500968,-0.746011463,-0.019418606,0.317786376,0,-0.269210296,-0.151185292,-0.118025005,17.49872727,18.00049462,18.85898413,18.82299702
7/10/1950,17.59,17.59,17.59,17.59,0,0.959406822,-0.819344803,-0.142595398,0.385158965,0,-0.286139105,-0.178176054,-0.107963051,17.61618182,17.87769892,18.81916972,18.80163829
7/11/1950,17.32,17.32,17.32,17.32,0,1.003589359,-0.879706146,-0.391276407,0.211790929,0,-0.317680034,-0.20607685,-0.111603184,17.51890909,17.7264086,18.76707448,18.77263359
7/12/1950,16.87,16.87,16.87,16.87,0,1.112214542,-1.391378882,-0.852379764,-0.026246648,0,-0.374668738,-0.239795228,-0.13487351,17.26927273,17.53006452,18.69657631,18.73084985
7/13/1950,16.69,16.69,16.69,16.69,0,1.121923688,-1.563223484,-0.902471807,-0.237275789,0,-0.429407253,-0.277717633,-0.15168962,17.05418182,17.3268172,18.61918437,18.68474694
7/14/1950,16.87,16.87,16.87,16.87,0,1.107804448,-1.568411466,-0.877244425,-0.153653898,0,-0.45304105,-0.312782316,-0.140258734,16.84472727,17.15922581,18.54745543,18.64509784
7/17/1950,16.68,16.68,16.68,16.68,0,1.121356594,-1.806687078,-0.909511048,-0.251418062,0,-0.481551391,-0.346536131,-0.13501526,16.65072727,16.98111828,18.46744078,18.60084967
7/18/1950,17.06,17.06,17.06,17.06,0,1.152931804,-1.529030288,-0.686450596,-0.038159554,0,-0.468087398,-0.370846385,-0.097241013,16.63309091,16.85217204,18.40174359,18.56873658
7/19/1950,17.36,17.36,17.36,17.36,0,1.162763004,-1.177512226,-0.510711035,0.096900865,0,-0.428272732,-0.382331654,-0.045941078,16.78472727,16.78989247,18.34961172,18.54605522
7/20/1950,17.61,17.61,17.61,17.61,0,1.159925466,-0.82930374,-0.348808355,0.237822936,0,-0.372255285,-0.38031638,0.008061096,17.06727273,16.77247312,18.30887668,18.53106871
7/21/1950,17.59,17.59,17.59,17.59,0,1.108867146,-0.811663696,-0.372884017,0.260993775,0,-0.325720187,-0.369397142,0.043676954,17.31127273,16.77503226,18.26979731,18.51584481
7/24/1950,17.48,17.48,17.48,17.48,0,1.091517416,-0.910181114,-0.439467202,0.187523786,0,-0.294324083,-0.35438253,0.060058447,17.50563636,16.78163441,18.23010501,18.49784802
7/25/1950,17.23,17.23,17.23,17.23,0,1.12453501,-1.037999622,-0.523932969,0.052004607,0,-0.286314895,-0.340769003,0.054454108,17.56563636,16.77733333,18.18035165,18.47323744
7/26/1950,17.27,17.27,17.27,17.27,0,1.077414667,-0.953990903,-0.546648255,0.040710612,0,-0.273586159,-0.327332434,0.053746275,17.55436364,16.78210753,18.13164835,18.45030533
7/27/1950,17.5,17.5,17.5,17.5,0,1.075805928,-0.897036218,-0.507233698,0.15233264,0,-0.242148134,-0.310295574,0.06814744,17.56472727,16.81083871,18.09290842,18.43425991
7/28/1950,17.69,17.69,17.69,17.69,0,1.064741297,-0.865587319,-0.435338027,0.32331294,0,-0.199600984,-0.288156656,0.088555672,17.63254545,16.86989247,18.06265201,18.42378927
7/31/1950,17.84,17.84,17.84,17.84,0,1.045039791,-0.750753624,-0.367109774,0.409410917,0,-0.152025856,-0.260930496,0.108904641,17.66945455,16.95864516,18.04099878,18.41763061
8/1/1950,18.02,18.02,18.02,18.02,0,1.032815448,-0.033038726,-0.327872732,0.572500291,0,-0.098660432,-0.228476483,0.129816052,17.78127273,17.07419355,18.02722344,18.41646631
8/2/1950,17.95,17.95,17.95,17.95,0,1.004499591,0.067174268,-0.32375514,0.523525469,0,-0.061309625,-0.195043111,0.133733487,17.87654545,17.18066667,18.01005128,18.41341147
8/3/1950,17.99,17.99,17.99,17.99,0,0.96327011,-0.059084324,-0.363028912,0.528025875,0,-0.028156603,-0.16166581,0.133509206,18.00345455,17.30922581,17.99211966,18.41146653
8/4/1950,18.14,18.14,18.14,18.14,0,0.948884665,0.687992641,-0.263219471,0.534890228,0,0.010104671,-0.127311714,0.137416385,18.15745455,17.474,17.98191209,18.41352215
8/7/1950,18.41,18.41,18.41,18.41,0,0.96154967,0.695790847,-0.10645498,0.564252759,0,0.061504761,-0.089548419,0.15105318,18.35272727,17.67827957,17.98105983,18.42262781
8/8/1950,18.46,18.46,18.46,18.46,0,0.924540788,0.790447379,-0.067384473,0.568253672,0,0.105063182,-0.050626098,0.155689281,18.46454545,17.82494624,17.97857143,18.43280498
8/9/1950,18.61,18.61,18.61,18.61,0,0.911535293,0.767452451,-0.011192632,0.6661788,0,0.149958661,-0.010509147,0.160467808,18.56909091,17.97505376,17.98156777,18.44662797
8/10/1950,18.48,18.48,18.48,18.48,0,0.907223388,0.551711056,-0.115691336,0.603564212,0,0.173053881,0.026203459,0.146850422,18.60163636,18.11748387,17.98324786,18.45674136
8/11/1950,18.28,18.28,18.28,18.28,0,0.925996379,0.600411886,-0.219960918,0.492458571,0,0.173221886,0.055607144,0.117614742,18.54963636,18.18748387,17.97593407,18.46145203
