Date,EWY_Open,EWY_High,EWY_Low,EWY_Close,EWY_Volume,EWY_ATRPercentOfClose20,EWY_SQN25,EWY_SQN50,EWY_SQN100,EWY_SQN200,EWY_MACD,EWY_MACD_Avg,EWY_MACD_Diff,EWY_LinReg10,EWY_LinReg30,EWY_LinReg90,EWY_LinReg270
1/18/2017, 56.59, 56.71, 56.17, 56.26, 2013990, 0, 0, 0, 0, 0, 0.640180350385691, 0.370626955789448, 0.269553394596243, 56.9429090909091, 56.9068181818182, 56.9068181818182, 56.9068181818182
1/19/2017, 56.32, 56.32, 55.94, 56.16, 2098721, 0, 0, 0, 0, 0, 0.639514836603389, 0.424404531952236, 0.215110304651153, 56.9438181818181, 56.9021794871795, 56.9021794871795, 56.9021794871795
1/20/2017, 56.18, 56.36, 56.03, 56.16, 2296381, 0, 0, 0, 0, 0, 0.631705504305543, 0.465864726422898, 0.165840777882645, 56.9567272727272, 56.8906593406593, 56.8906593406593, 56.8906593406593
1/23/2017, 56.43, 57, 56.43, 56.96, 1497455, 0, 0, 0, 0, 0, 0.682205822256734, 0.509132945589665, 0.173072876667069, 57.0594545454545, 57.0808571428571, 57.0808571428571, 57.0808571428571
1/24/2017, 57, 57.1, 56.92, 56.94, 1653851, 0, 0, 0, 0, 0, 0.712401731509011, 0.549786702773534, 0.162615028735477, 56.9923636363636, 57.21925, 57.21925, 57.21925
1/25/2017, 57.06, 57.64, 57.01, 57.56, 2456702, 0, 0, 0, 0, 0, 0.777399646376082, 0.595309291494044, 0.182090354882038, 57.0381818181818, 57.4653676470588, 57.4653676470588, 57.4653676470588
1/26/2017, 57.56, 57.63, 57.34, 57.35, 2234615, 0, 0, 0, 0, 0, 0.802712546669362, 0.636789942529108, 0.165922604140254, 57.1469090909091, 57.6137254901961, 57.6137254901961, 57.6137254901961
1/27/2017, 57.2, 57.43, 56.98, 57.2, 1868804, 0, 0, 0, 0, 0, 0.80143105776331, 0.669718165575948, 0.131712892187362, 57.2756363636364, 57.6994736842105, 57.6994736842105, 57.6994736842105
1/30/2017, 56.97, 57.12, 56.75, 57.12, 1680311, 0, 0, 0, 0, 0, 0.784912158389467, 0.692756964138652, 0.0921551942508152, 57.3445454545455, 57.7503157894737, 57.7503157894737, 57.7503157894737
1/31/2017, 57.67, 58.02, 57.66, 57.88, 2098691, 0, 0, 0, 0, 0, 0.823651913485293, 0.71893595400798, 0.104715959477312, 57.7305454545455, 57.9298571428572, 57.9298571428572, 57.9298571428572
2/1/2017, 57.93, 58, 57.69, 57.9, 2415200, 0, 0, 0, 0, 0, 0.846212668463671, 0.744391296899119, 0.101821371564553, 57.9158181818183, 58.0808658008658, 58.0808658008658, 58.0808658008658
2/2/2017, 58.47, 58.63, 58.31, 58.44, 2131798, 0.968687970568106, 0, 0, 0, 0, 0.897321947509823, 0.774977427021259, 0.122344520488564, 58.178181818182, 58.2972727272727, 58.2972727272727, 58.2972727272727
2/3/2017, 58.78, 59.09, 58.68, 58.91, 1677263, 0.968080440502464, 0, 0, 0, 0, 0.96463181630655, 0.812908304878318, 0.151723511428232, 58.4785454545456, 58.5555434782609, 58.5555434782609, 58.5555434782609
2/6/2017, 58.77, 58.86, 58.65, 58.81, 1417170, 0.943345312234316, 0, 0, 0, 0, 0.998397305348931, 0.85000610497244, 0.14839120037649, 58.7543636363638, 58.7588666666666, 58.7588666666666, 58.7588666666666
2/7/2017, 58.16, 58.27, 58.07, 58.23, 1487206, 0.968645559365879, 0, 0, 0, 0, 0.967206194993537, 0.87344612297666, 0.0937600720168772, 58.7249090909093, 58.8442461538461, 58.8442461538461, 58.8442461538461
2/8/2017, 57.89, 58.1, 57.86, 58.01, 1925682, 0.955594197134655, 1.58692920704255, 0, 0, 0, 0.914196565000076, 0.881596211381343, 0.0326003536187327, 58.6730909090911, 58.8835042735042, 58.8835042735042, 58.8835042735042
2/9/2017, 58.06, 58.19, 57.97, 58.07, 2017688, 0.925819156311215, 1.46397085991869, 0, 0, 0, 0.867032933922573, 0.878683555889589, -0.0116506219670159, 58.5754545454547, 58.9233597883597, 58.9233597883597, 58.9233597883597
2/10/2017, 57.84, 58.14, 57.77, 58.12, 2746685, 0.910602245124616, 1.28066226549977, 0, 0, 0, 0.824189257905473, 0.867784696292766, -0.0435954383872925, 58.4258181818184, 58.9624876847291, 58.9624876847291, 58.9624876847291
2/13/2017, 57.92, 58.11, 57.75, 58.08, 1790953, 0.897520529654107, 1.57762794749616, 0, 0, 0, 0.778038921904546, 0.849835541415122, -0.0717966195105759, 58.196181818182, 58.9893103448276, 58.9893103448276, 58.9893103448276
2/14/2017, 58.13, 58.18, 57.73, 58.14, 2282133, 0.890464271485982, 1.65293785160623, 0, 0, 0, 0.737801035614318, 0.827428640254961, -0.0896276046406433, 58.0869090909093, 59.0183870967742, 59.0183870967742, 59.0183870967742
2/15/2017, 58.16, 58.83, 58.08, 58.8, 1855981, 0.900221311343287, 1.78630741363724, 0, 0, 0, 0.750517209767395, 0.812046354157448, -0.0615291443900532, 58.1954545454548, 59.0797419354839, 59.1232862903226, 59.1232862903226
2/16/2017, 58.39, 58.43, 58.12, 58.15, 2336929, 0.92323925110294, 1.02794559269455, 0, 0, 0, 0.700075269747522, 0.789652137275463, -0.0895768675279408, 58.1383636363639, 59.0525161290322, 59.1375, 59.1375
2/17/2017, 57.71, 57.99, 57.68, 57.97, 1312623, 0.92033887060642, 0.625602204663021, 0, 0, 0, 0.638218191159325, 0.759365348052235, -0.12114715689291, 58.1289090909093, 59.0142580645161, 59.1274509803921, 59.1274509803921
2/21/2017, 58.8, 59.1, 58.71, 59.07, 1576532, 0.95368955667177, 1.04972448054956, 0, 0, 0, 0.670230814018609, 0.74153844124551, -0.0713076272269011, 58.5307272727275, 59.0560215053763, 59.2404537815126, 59.2404537815126
2/22/2017, 58.95, 59.23, 58.84, 59.2, 1311914, 0.93695472984749, 0.940842825216119, 0, 0, 0, 0.698044341170259, 0.73283962123046, -0.0347952800602006, 58.847272727273, 59.0770967741935, 59.3550476190476, 59.3550476190476
2/23/2017, 59.55, 59.77, 59.48, 59.52, 2118936, 0.933204536401593, 1.57135806361935, 0, 0, 0, 0.737407710406799, 0.733753239065728, 0.00365447134107133, 59.1774545454548, 59.1221075268817, 59.4913063063063, 59.4913063063063
2/24/2017, 58.92, 59.09, 58.92, 59.07, 1007362, 0.944085276896761, 1.37153477882301, 0, 0, 0, 0.723947014390895, 0.731791994130761, -0.00784497973986675, 59.2818181818184, 59.1787741935483, 59.5667283072546, 59.5667283072546
2/27/2017, 58.79, 58.88, 58.51, 58.67, 1259655, 0.95072032454367, 1.1609142892593, 0, 0, 0, 0.673241944698773, 0.720081984244364, -0.0468400395455905, 59.2034545454548, 59.2134838709677, 59.5933603238866, 59.5933603238866
2/28/2017, 59.03, 59.05, 58.49, 58.56, 2446410, 0.952695071190714, 0.782000428367873, 0, 0, 0, 0.617068548846561, 0.699479297164803, -0.0824107483182425, 59.0490909090912, 59.2196559139784, 59.6053205128205, 59.6053205128205
3/1/2017, 58.57, 59.01, 58.51, 58.95, 2549075, 0.941481462264322, 0.965612770052439, 0, 0, 0, 0.597137044417082, 0.679010846615259, -0.0818738021981773, 59.015272727273, 59.2892473118279, 59.6524268292683, 59.6524268292683
3/2/2017, 58.67, 58.71, 58.08, 58.16, 2146152, 0.981349992958352, 0.291459973425069, 0, 0, 0, 0.511696269785247, 0.645547931249257, -0.133851661464009, 58.7963636363639, 59.1918709677419, 59.6199651567944, 59.6199651567944
3/3/2017, 57.68, 57.78, 57.38, 57.73, 2703406, 1.0067824322005, 0.190203746002295, 0, 0, 0, 0.404622201116027, 0.597362785222611, -0.192740584106584, 58.3338181818185, 59.0210107526881, 59.5493466223699, 59.5493466223699
3/6/2017, 57.54, 57.75, 57.53, 57.69, 1776779, 0.976173900509414, 0.240576263205435, 0, 0, 0, 0.312930298869595, 0.540476287952008, -0.227545989082412, 57.8443636363639, 58.8349462365591, 59.47955602537, 59.47955602537
3/7/2017, 57.99, 58.18, 57.92, 58.07, 2077635, 0.963487148344561, 0.44288008484316, 0, 0, 0, 0.267839146979995, 0.485948859757605, -0.21810971277761, 57.7214545454549, 58.7405591397849, 59.4474848484849, 59.4474848484849
3/8/2017, 58.13, 58.21, 57.79, 57.83, 1428850, 0.955424758242266, -0.00487357025791948, 0, 0, 0, 0.21031372430889, 0.430821832667862, -0.220508108358973, 57.5961818181821, 58.6072258064516, 59.3962028985507, 59.3962028985507
3/9/2017, 57.69, 57.69, 57.21, 57.44, 1833284, 0.967785568953564, -0.193354115651546, 0, 0, 0, 0.131736100001795, 0.371004686134649, -0.239268586132853, 57.4749090909094, 58.46, 59.3149583718779, 59.3149583718779
3/10/2017, 58.08, 58.44, 57.95, 58.36, 1812755, 0.990577843157267, -0.0145563026231358, 0, 0, 0, 0.142061481527556, 0.32521604521323, -0.183154563685674, 57.6949090909095, 58.4162795698925, 59.3146010638298, 59.3146010638298
3/13/2017, 58.95, 59.33, 58.95, 59.31, 3310107, 1.00774939774617, 0.181303575601606, 0, 0, 0, 0.224315709429192, 0.305035978056422, -0.0807202686272308, 58.2018181818186, 58.4765806451613, 59.3902040816326, 59.3902040816326
3/14/2017, 59.54, 59.54, 59.31, 59.35, 1484453, 0.976093276180437, 0.237745593527822, 0, 0, 0, 0.289394483888536, 0.301907679222845, -0.0125131953343091, 58.6656363636367, 58.5230107526882, 59.4629224489796, 59.4629224489796
3/15/2017, 59.76, 61.4, 59.72, 61.31, 5350889, 1.06482758349769, 1.02509880938494, 0, 0, 0, 0.493437461212665, 0.340213635620809, 0.153223825591856, 59.841454545455, 58.8544086021505, 59.6820941176471, 59.6820941176471
3/16/2017, 61.31, 61.41, 60.97, 61.16, 3796607, 1.05003842686447, 1.05366508342285, 1.83916541367399, 0, 0, 0.635711161837399, 0.399313140864127, 0.236398020973272, 60.6787272727277, 59.1459784946237, 59.8743740573152, 59.8743740573152
3/17/2017, 61.26, 61.41, 61.2, 61.29, 2442576, 1.01581551113852, 1.07513233745053, 1.77403714369465, 0, 0, 0.750304959627869, 0.469511504616875, 0.280793455010993, 61.3112727272732, 59.4690107526882, 60.062931785196, 60.062931785196
3/20/2017, 61.98, 62.43, 61.98, 62.23, 2963917, 1.04204348455401, 1.31671394458126, 1.83166066859825, 0, 0, 0.906521696248568, 0.556913542943214, 0.349608153305354, 62.0663636363641, 59.9242580645162, 60.3074842767296, 60.3074842767296
3/21/2017, 62.62, 62.78, 61.83, 61.83, 3420015, 1.07316913701449, 1.19336638096626, 1.91662945461998, 0, 0, 0.986674162874493, 0.64286566692947, 0.343808495945023, 62.5116363636369, 60.3006666666668, 60.5068888888889, 60.5068888888889
3/22/2017, 61.9, 62.43, 61.86, 62.35, 2091989, 1.05912342188493, 1.32396715719868, 2.06341506625238, 0, 0, 1.07970901093896, 0.730234335731369, 0.349474675207594, 62.8834545454551, 60.6849032258065, 60.7298441558442, 60.7298441558442
3/23/2017, 62.23, 62.39, 61.95, 62.08, 2284175, 1.04598144469715, 1.03879845138404, 1.92901474263357, 0, 0, 1.11875672368533, 0.807938813322161, 0.310817910363169, 62.837454545455, 60.9936344086023, 60.919530075188, 60.919530075188
3/24/2017, 62.17, 62.55, 62.1, 62.47, 1957687, 1.02509687341859, 1.40429842159127, 1.73526574825864, 0, 0, 1.16771140776086, 0.8798933322099, 0.287818075550955, 62.8570909090914, 61.3295913978496, 61.123611615245, 61.123611615245
3/27/2017, 62.26, 62.48, 62.12, 62.44, 1414523, 1.00313759766714, 1.46126840746035, 1.54648106277679, 0, 0, 1.19036580231847, 0.941987826231615, 0.24837797608686, 62.8321818181824, 61.6366881720431, 61.3127469316189, 61.3127469316189
3/28/2017, 62.14, 62.48, 62.14, 62.4, 3105350, 0.980835192602878, 1.13839125850023, 1.54461241631741, 0, 0, 1.19135866640416, 0.991861994266123, 0.199496672138033, 62.6307272727278, 61.9081720430109, 61.487372881356, 61.487372881356
3/29/2017, 62.42, 62.54, 62.27, 62.51, 2279668, 0.951750283434628, 1.12945323352086, 1.46851803655988, 0, 0, 1.18733474320742, 1.03095654405438, 0.156378199153034, 62.6929090909096, 62.169741935484, 61.6582950819673, 61.6582950819673
3/30/2017, 62.08, 62.31, 62.05, 62.15, 1344490, 0.94640731627713, 0.89401714648028, 1.64757376634304, 0, 0, 1.14193326784579, 1.05315188881266, 0.0887813790331236, 62.5352727272733, 62.4014408602152, 61.7956953992597, 61.7956953992597
3/31/2017, 61.96, 62.12, 61.87, 61.87, 1920352, 0.925783965917124, 0.964808055467046, 1.59742753177132, 0, 0, 1.07101264449584, 1.0567240399493, 0.0142886045465456, 62.2529090909096, 62.5326666666668, 61.9069892473119, 61.9069892473119
4/3/2017, 61.86, 62.11, 61.73, 62.07, 1781183, 0.907271488202479, 1.18683932468102, 1.65022807673568, 0, 0, 1.01919719720462, 1.04921867140036, -0.0300214741957443, 62.1960000000005, 62.6532688172044, 62.0237648809524, 62.0237648809524
4/4/2017, 61.29, 61.61, 61.29, 61.51, 1698019, 0.933159229541399, 1.01624836490153, 1.28027050754369, 0, 0, 0.922313901495492, 1.02383771741939, -0.101523815923897, 61.8743636363642, 62.7496989247313, 62.0992403846154, 62.0992403846154
4/5/2017, 61.24, 61.41, 60.99, 61.04, 2164482, 0.935922231301391, 0.718756019217221, 1.14970725263809, 0, 0, 0.798404608259048, 0.978751095587321, -0.180346487328273, 61.5118181818187, 62.7794193548388, 62.1416363636364, 62.1416363636364
4/6/2017, 60.83, 60.89, 60.74, 60.85, 1771365, 0.916553136379704, 0.963233153835101, 0.933383245693159, 0, 0, 0.677069354489646, 0.918414747367786, -0.24134539287814, 61.1010909090915, 62.7944946236561, 62.1697648123022, 62.1697648123022
4/7/2017, 60.56, 60.65, 60.31, 60.35, 2142560, 0.922678466135373, 0.94291631501304, 0.852030784677437, 0, 0, 0.534404191513744, 0.841612636196978, -0.307208444683234, 60.6627272727279, 62.7075483870969, 62.1664793678666, 62.1664793678666
4/10/2017, 59.83, 59.83, 59.4, 59.52, 3495909, 0.96857296975313, 0.641946992572222, 0.655681219406305, 0, 0, 0.350328588709104, 0.743355826699403, -0.393027237990299, 60.0472727272733, 62.480365591398, 62.1148465473146, 62.1148465473146
4/11/2017, 59.26, 59.33, 58.9, 59.11, 3646350, 0.978971240090019, 0.37361760419304, 0.565794864670029, 0, 0, 0.169410910287127, 0.628566843416948, -0.459155933129821, 59.4414545454552, 62.1883440860216, 62.0418095238096, 62.0418095238096
4/12/2017, 59.43, 59.75, 59.3, 59.7, 3796929, 0.974432839223366, 0.643990004984027, 0.518593357938878, 0, 0, 0.0728012088421366, 0.517413716501985, -0.444612507659849, 59.2409090909097, 61.9936344086023, 62.0046800804829, 62.0046800804829
4/13/2017, 60.13, 60.3, 59.92, 59.92, 2988368, 0.972379146804959, 0.856937561298017, 0.570488116991616, 0, 0, 0.0138300614554083, 0.41669698549267, -0.402866924037262, 59.197636363637, 61.7693333333334, 61.9808333333334, 61.9808333333334
4/17/2017, 60.14, 60.52, 60.06, 60.52, 1956961, 0.964172348855346, 0.759250723403249, 0.580400324592982, 0, 0, 0.0153332358794174, 0.336424235570019, -0.321090999690602, 59.4272727272734, 61.5811397849463, 61.9901484018265, 61.9901484018265
4/18/2017, 59.77, 59.8, 59.35, 59.56, 2311731, 1.02894770021977, 0.109014686339143, 0.200319462004978, 0, 0, -0.0602449976730384, 0.257090388921408, -0.317335386594446, 59.4389090909097, 61.2504731182797, 61.9468826360607, 61.9468826360607
4/19/2017, 59.75, 59.81, 59.3, 59.33, 2267783, 1.02426965740494, 0.0180951127997743, 0.16696747206443, 0, 0, -0.137119739086813, 0.178248363319764, -0.315368102406577, 59.3960000000006, 60.9038924731184, 61.8928648648649, 61.8928648648649
4/20/2017, 60.13, 60.49, 60.13, 60.49, 2213749, 1.0502797625251, -0.296758733392491, 0.5985899872213, 0, 0, -0.103251006700603, 0.12194848931569, -0.225199496016293, 59.7787272727279, 60.680365591398, 61.9014175438597, 61.9014175438597
4/21/2017, 60.85, 61.01, 60.68, 60.96, 2811268, 1.03272394510148, -0.0545853221900977, 0.767819209291275, 0, 0, -0.0380461479171004, 0.0899495618691322, -0.127995709786233, 60.3158181818189, 60.4733118279571, 61.9333014354067, 61.9333014354067
4/24/2017, 61.6, 61.69, 61.14, 61.38, 2094063, 1.03384016143233, 0.0554315338199188, 0.85133109154606, 0, 0, 0.0469781277442465, 0.081355275044155, -0.0343771472999086, 60.8920000000007, 60.3581720430109, 61.9846353646354, 61.9846353646354
4/25/2017, 62.22, 62.48, 62.2, 62.33, 2448553, 1.05541879758191, 0.0585897505218231, 1.04425728635818, 0, 0, 0.188840701236821, 0.102852360282688, 0.0859883409541324, 61.5741818181825, 60.4074193548389, 62.0809834469328, 62.0809834469328
4/26/2017, 62.22, 62.41, 62.04, 62.2, 1788389, 1.03448618923821, 0.159811383427052, 1.02325308726838, 0, 0, 0.287464190996104, 0.139774726425371, 0.147689464570733, 61.9761818181825, 60.4233548387099, 62.166164556962, 62.166164556962
4/27/2017, 62.26, 62.33, 62.04, 62.12, 3490977, 1.00736942888097, -0.06608584980863, 0.989088575082313, 0, 0, 0.355075595326078, 0.182834900205513, 0.172240695120565, 62.3000000000007, 60.5414193548389, 62.24325, 62.24325
4/28/2017, 62, 62.15, 61.88, 62.1, 2039139, 0.979048300740444, 0.0286773576719406, 0.82950319500104, 0, 0, 0.40240560617918, 0.226749041400246, 0.175656564778934, 62.5289090909097, 60.6417204301077, 62.3155916892502, 62.3155916892502
5/1/2017, 62.08, 62.59, 62.05, 62.45, 2023357, 0.968117766247919, 0.0133757055688483, 1.0880581039378, 0, 0, 0.462821932560622, 0.273963619632321, 0.188858312928301, 62.8798181818188, 60.7890322580647, 62.4011695562739, 62.4011695562739
5/2/2017, 63.13, 63.33, 62.98, 63.29, 1592672, 0.977026493554643, 0.328967358042167, 1.31574090531365, 0, 0, 0.571890884197806, 0.333549072545418, 0.238341811652388, 63.223636363637, 61.0981075268819, 62.5224698795181, 62.5224698795181
5/3/2017, 62.99, 63.04, 62.59, 62.84, 1445770, 0.990518880302668, 0.179555063028817, 0.958939822263823, 0, 0, 0.614929055603611, 0.389825069157057, 0.225103986446554, 63.1625454545461, 61.3165806451615, 62.6172605042017, 62.6172605042017
5/4/2017, 63.34, 63.38, 63, 63.01, 3522645, 0.981304493196456, 0.200465617169358, 0.966356817187468, 0, 0, 0.65520193570098, 0.442900442465841, 0.212301493235138, 63.2007272727279, 61.5847741935486, 62.7155896032832, 62.7155896032832
5/5/2017, 62.9, 63.43, 62.84, 63.41, 2370487, 0.972881190829416, 0.472026368376214, 0.979508946127359, 0, 0, 0.711196905170993, 0.496559735006872, 0.214637170164122, 63.333636363637, 61.8814623655916, 62.8277866880513, 62.8277866880513
5/8/2017, 65.19, 65.38, 64.9, 65.03, 4978977, 1.05268147770212, 1.01469399967003, 1.39998633150498, 0, 0, 0.876193568941844, 0.572486501793866, 0.303707067147977, 63.9765454545461, 62.4011182795701, 63.0082784743992, 63.0082784743992
5/9/2017, 65.18, 66.02, 65.17, 65.64, 6251274, 1.06616518388513, 1.12548198159441, 1.63354310491136, 0, 0, 1.04414031612481, 0.666817264660055, 0.377323051464755, 64.8210909090916, 62.9796559139787, 63.2084805924413, 63.2084805924413
5/10/2017, 64.53, 64.95, 64.44, 64.94, 3790255, 1.11616767072235, 1.08491910543683, 1.48627032195798, 0, 0, 1.10798303467413, 0.755050418662871, 0.352932616011264, 65.2172727272734, 63.4460645161293, 63.3695056179776, 63.3695056179776
5/11/2017, 65.8, 66.11, 65.36, 65.99, 3288457, 1.13213717396384, 1.52778301419576, 1.59241242488497, 0, 0, 1.22913635507975, 0.849867605946246, 0.3792687491335, 65.810727272728, 64.0366451612906, 63.5697728937729, 63.5697728937729
5/12/2017, 65.77, 65.93, 65.62, 65.88, 2554709, 1.10540749095902, 1.56026368453337, 1.79440348487573, 0, 0, 1.30127486702055, 0.940149058161107, 0.361125808859445, 66.1510909090916, 64.5668172043013, 63.7272087912088, 63.7572025800287
5/15/2017, 66.42, 66.58, 66.31, 66.51, 1972744, 1.09281361042191, 1.94106065070685, 2.04470035777138, 0, 0, 1.39322071122466, 1.03076338877382, 0.36245732245084, 66.5729090909098, 65.1341935483873, 63.9117240537241, 63.9640603085554
5/16/2017, 66.36, 66.59, 66.32, 66.58, 1605319, 1.05735778864078, 2.38155793791155, 2.07141955276284, 0, 0, 1.45496494003158, 1.11560369902537, 0.33936124100621, 66.9654545454552, 65.6938494623658, 64.1024273504273, 64.1657080759552
5/17/2017, 66.09, 66.14, 65.35, 65.41, 4044548, 1.11647970477477, 2.00662277191371, 1.66376806775155, 0, 0, 1.39342591770046, 1.17116814276039, 0.222257774940073, 66.6843636363644, 66.0386236559142, 64.220126984127, 64.3104501679731
5/18/2017, 65.16, 65.66, 64.87, 65.47, 2981148, 1.12001665823815, 1.83935281610844, 1.73945689729012, 0, 0, 1.33411841111397, 1.2037581964311, 0.130360214682865, 66.3178181818189, 66.3345161290325, 64.3301172161172, 64.4519210526316
5/19/2017, 66.13, 66.81, 66.13, 66.77, 2374600, 1.14364409291762, 2.06019584674888, 2.06572896421868, 0, 0, 1.37615249101214, 1.23823705534731, 0.137915435664824, 66.3461818181825, 66.7541075268819, 64.4938168498168, 64.6411361683849
5/22/2017, 66.9, 67.24, 66.9, 67.07, 2094157, 1.1166402308022, 1.96807221117498, 1.94043131797318, 0, 0, 1.41733414915443, 1.27405647410873, 0.143277675045693, 66.6189090909098, 67.14023655914, 64.6953968253968, 64.8352977067116
5/23/2017, 66.86, 66.98, 66.62, 66.8, 2029578, 1.09877855188486, 2.33699818897104, 1.68536244763808, 0, 0, 1.41190856337812, 1.30162689196261, 0.110281671415508, 66.8090909090916, 67.3934193548389, 64.8932796092796, 65.0112615955473
5/24/2017, 66.97, 67.25, 66.83, 67.22, 1659578, 1.07078974862561, 2.57991232596654, 1.76124223061273, 0, 0, 1.4250718957371, 1.32631589271751, 0.0987560030195946, 66.9410909090916, 67.6255913978496, 65.1014700854701, 65.197298989899
5/25/2017, 67.7, 67.97, 67.7, 67.92, 3580443, 1.06197824731276, 2.49121112171397, 1.58785359657167, 0, 0, 1.4749853681467, 1.35604978780335, 0.118935580343355, 67.4005454545461, 67.9335913978496, 65.3412112332112, 65.4039900990099
5/26/2017, 68.22, 68.49, 68.1, 68.44, 2976182, 1.04285628915266, 2.48917963273465, 1.73947032755997, 2.53120299362586, 0, 1.53876389646595, 1.39259260953587, 0.146171286930082, 67.9123636363643, 68.2692043010755, 65.5775189255189, 65.6233954571928
5/30/2017, 67.35, 67.72, 67.24, 67.48, 2853096, 1.09372303212993, 1.90819755988206, 1.45172120439402, 2.2814289072932, 0, 1.49461586142871, 1.41299725991444, 0.0816186015142744, 68.0789090909098, 68.4680430107529, 65.7607179487179, 65.797759375595
5/31/2017, 68.2, 68.23, 67.56, 67.72, 1912482, 1.09072960274249, 1.72007149817627, 1.30381414363511, 2.22242070360643, 0, 1.46213958484479, 1.42282572490051, 0.0393138599442826, 68.2894545454552, 68.5884301075271, 65.9461147741147, 65.9749495892457
6/1/2017, 67.56, 67.87, 67.4, 67.74, 2741371, 1.07057865755588, 1.77628656122153, 1.4152569447835, 2.36046671403394, 0, 1.42162809082782, 1.42258619808597, -0.000958107258148377, 68.210727272728, 68.6433763440862, 66.1416947496947, 66.1465
6/2/2017, 68.55, 68.78, 68.41, 68.66, 3279061, 1.07915741843422, 2.05073154201287, 1.4777049037077, 2.50712074022923, 0, 1.44707773977946, 1.42748450642467, 0.0195932333547897, 68.3347272727279, 68.8381290322582, 66.3691477411477, 66.3464456424079
6/5/2017, 68.56, 68.63, 68.39, 68.5, 2124479, 1.04730220338991, 2.00141202417751, 1.51125321193606, 2.43618982104287, 0, 1.43776247625404, 1.42954010039054, 0.00822237586349339, 68.4894545454552, 68.9912043010755, 66.5947985347984, 66.5334068065597
6/6/2017, 68.26, 68.61, 68.26, 68.5, 1504327, 1.02048453847589, 1.88355644022048, 1.41938297026464, 2.22627737761767, 0, 1.41407943530103, 1.42644796737264, -0.0123685320716076, 68.6098181818189, 69.1236344086023, 66.8077680097679, 66.713816199377
6/7/2017, 67.95, 68.04, 67.56, 67.82, 2922217, 1.0484817360855, 1.39461929965504, 1.25874333538306, 1.97617773992358, 0, 1.32516446663071, 1.40619126722426, -0.0810268005935451, 68.3632727272734, 69.1871827956991, 66.9795115995115, 66.8631005776419
6/8/2017, 68.22, 68.33, 68.08, 68.29, 1981966, 1.02654312160276, 1.70247804126624, 1.36775992051761, 2.05427988271927, 0, 1.27789303001857, 1.38053161978312, -0.102638589764544, 68.3074545454552, 69.2662795698927, 67.1622417582417, 67.0241534612177
6/9/2017, 68.61, 68.74, 67.8, 67.94, 5377416, 1.04941857941625, 1.5234778229393, 1.25943561089906, 1.92231414414985, 0, 1.19837389272966, 1.34410007437243, -0.145726181642765, 68.2123636363643, 69.2563440860217, 67.3383785103784, 67.1670810810811
6/12/2017, 67.25, 67.3, 67, 67.23, 4520122, 1.07738544357077, 1.15383871320252, 1.17885246119922, 1.97723850004206, 0, 1.0657777151645, 1.28843560253084, -0.222657887366342, 67.9749090909098, 69.1174408602153, 67.4765543345543, 67.2798085585586
