Date,VIX_Open,VIX_High,VIX_Low,VIX_Close,VIX_Volume,VIX_ATRPercentOfClose20,VIX_SQN25,VIX_SQN50,VIX_SQN100,VIX_SQN200,VIX_MACD,VIX_MACD_Avg,VIX_MACD_Diff,VIX_LinReg10,VIX_LinReg30,VIX_LinReg90,VIX_LinReg270
1/23/2017, 12.3, 12.62, 11.59, 11.77, 0, 0, 0, 0, 0, 0, -0.224656876843129, -0.255340829854463, 0.0306839530113343, 12.1147272727273, 11.8251428571429, 11.8251428571429, 11.8251428571429
1/24/2017, 11.82, 11.89, 11.04, 11.07, 0, 0, 0, 0, 0, 0, -0.277637880254661, -0.259800239934503, -0.0178376403201577, 11.8407272727273, 11.6455, 11.6455, 11.6455
1/25/2017, 10.79, 11.05, 10.51, 10.81, 0, 0, 0, 0, 0, 0, -0.336723989705234, -0.275184989888649, -0.0615389998165851, 11.4896363636364, 11.4433088235294, 11.4433088235294, 11.4433088235294
1/26/2017, 10.61, 11.01, 10.6, 10.63, 0, 0, 0, 0, 0, 0, -0.39353818953454, -0.298855629817827, -0.094682559716713, 11.0674545454546, 11.2417647058824, 11.2417647058824, 11.2417647058824
1/27/2017, 10.57, 10.82, 10.3, 10.58, 0, 0, 0, 0, 0, 0, -0.437554577554261, -0.326595419365114, -0.110959158189147, 10.7183636363636, 11.0676608187135, 11.0676608187135, 11.0676608187135
1/30/2017, 11.1, 12.9, 11.1, 11.88, 0, 0, 0, 0, 0, 0, -0.363350270987898, -0.333946389689671, -0.0294038812982267, 10.8087272727273, 11.178052631579, 11.178052631579, 11.178052631579
1/31/2017, 12.29, 12.99, 11.79, 11.99, 0, 0, 0, 0, 0, 0, -0.292297321159687, -0.325616575983674, 0.0333192548239872, 11.0296363636364, 11.2917142857143, 11.2917142857143, 11.2917142857143
2/1/2017, 11.79, 12.05, 9.97, 11.81, 0, 0, 0, 0, 0, 0, -0.247657006380779, -0.310024662063095, 0.0623676556823162, 11.3038181818182, 11.3562770562771, 11.3562770562771, 11.3562770562771
2/2/2017, 12.37, 12.47, 11.62, 11.93, 0, 8.79097862531434, 0, 0, 0, 0, -0.200287449145103, -0.288077219479497, 0.0877897703343938, 11.716, 11.4320553359684, 11.4320553359684, 11.4320553359684
2/3/2017, 11.84, 11.84, 10.72, 10.97, 0, 9.63377905651778, 0, 0, 0, 0, -0.237473266705241, -0.277956428924645, 0.0404831622194048, 11.5949090909091, 11.3407608695652, 11.3407608695652, 11.3407608695652
2/6/2017, 11.37, 11.84, 11.09, 11.37, 0, 9.21270258905013, 0, 0, 0, 0, -0.231992374289906, -0.268763617997697, 0.0367712437077918, 11.6890909090909, 11.3252, 11.3252, 11.3252
2/7/2017, 11.39, 11.67, 11.06, 11.29, 0, 9.08423445665412, 0, 0, 0, 0, -0.231436206451225, -0.261298135688403, 0.0298619292371784, 11.6374545454545, 11.3000615384615, 11.3000615384615, 11.3000615384615
2/8/2017, 11.19, 11.82, 11.15, 11.45, 0, 8.80200494889465, -0.383005815700482, 0, 0, 0, -0.215599480008368, -0.252158404552396, 0.0365589245440278, 11.5770909090909, 11.3017948717949, 11.3017948717949, 11.3017948717949
2/9/2017, 11.44, 11.53, 10.74, 10.88, 0, 9.16303389996338, -0.270381294771881, 0, 0, 0, -0.246204899689795, -0.250967703579876, 0.00476280389008066, 11.2489090909091, 11.2237566137566, 11.2237566137566, 11.2237566137566
2/10/2017, 10.85, 10.95, 10.55, 10.85, 0, 8.91328280092364, -0.215103328522637, 0, 0, 0, -0.269770913403852, -0.254728345544671, -0.0150425678591805, 10.8867272727273, 11.1513793103448, 11.1513793103448, 11.1513793103448
2/13/2017, 11.36, 11.4, 11.07, 11.07, 0, 8.54775632073355, 0.0102986420938032, 0, 0, 0, -0.267610144508552, -0.257304705337447, -0.0103054391711049, 10.8458181818182, 11.1166206896552, 11.1166206896552, 11.1166206896552
2/14/2017, 11.17, 11.34, 10.73, 10.74, 0, 8.65386213659166, -0.218552250321733, 0, 0, 0, -0.289192332473675, -0.263682230764693, -0.0255101017089824, 10.7570909090909, 11.0443010752688, 11.0443010752688, 11.0443010752688
2/15/2017, 10.84, 12.01, 10.8, 11.97, 0, 7.90688014867541, 0.287038530960395, 0, 0, 0, -0.204686156862604, -0.251883015984275, 0.0471968591216714, 11.1254545454546, 11.1969677419355, 11.1315322580645, 11.1315322580645
2/16/2017, 12.02, 12.86, 11.69, 11.76, 0, 8.14311969478422, 0.297174029108849, 0, 0, 0, -0.152897145693103, -0.232085841926041, 0.0791886962329374, 11.4365454545455, 11.262, 11.1848863636364, 11.1848863636364
2/17/2017, 11.84, 12.26, 11.37, 11.49, 0, 8.30504205658219, 0.10587893844268, 0, 0, 0, -0.132117753515368, -0.212092224243906, 0.0799744707285378, 11.4716363636364, 11.2813548387097, 11.2018003565062, 11.2018003565062
2/21/2017, 12.05, 12.09, 11.5, 11.57, 0, 8.09452779331226, 0.242539736086204, 0, 0, 0, -0.107950221142321, -0.191263823623589, 0.0833136024812681, 11.586, 11.288688172043, 11.2263025210084, 11.2263025210084
2/22/2017, 11.48, 12.07, 11.44, 11.74, 0, 7.84676339354274, 0.0742572771564264, 0, 0, 0, -0.0742240892700821, -0.167855876752888, 0.0936317874828057, 11.7321818181818, 11.3319784946237, 11.2672857142857, 11.2672857142857
2/23/2017, 11.66, 12.46, 11.54, 11.71, 0, 7.86634945586526, -0.151352042837444, 0, 0, 0, -0.0493477855038531, -0.144154258503081, 0.0948064729992277, 11.8754545454546, 11.3656344086021, 11.3014114114114, 11.3014114114114
2/24/2017, 11.81, 12.59, 11.34, 11.47, 0, 8.17429856336295, -0.340143050562726, 0, 0, 0, -0.0484407351399536, -0.125011553830455, 0.0765708186905018, 11.8076363636364, 11.3520860215054, 11.307652916074, 11.307652916074
2/27/2017, 11.78, 12.14, 11.53, 12.09, 0, 7.64443707987464, 0.317470236644018, 0, 0, 0, 0.00228063748292939, -0.0995531155677784, 0.101833753050708, 11.9158181818182, 11.4345161290323, 11.3762348178138, 11.3762348178138
2/28/2017, 12.19, 12.96, 12.13, 12.92, 0, 7.1323670341254, 0.51626964109642, 0, 0, 0, 0.108204440677691, -0.0580016043186846, 0.166206044996375, 12.2870909090909, 11.5980430107527, 11.5208974358974, 11.5208974358974
3/1/2017, 12.31, 12.58, 11.78, 12.54, 0, 7.43561985461365, 0.665207468784391, 0, 0, 0, 0.159646686021988, -0.0144719462505501, 0.174118632272538, 12.3601818181818, 11.7451182795699, 11.6167195121951, 11.6167195121951
3/2/2017, 12.43, 12.71, 11.32, 11.81, 0, 8.08895337239732, 0.4951233369405, 0, 0, 0, 0.139897485810005, 0.0164019401615609, 0.123495545648444, 12.3289090909091, 11.8359139784946, 11.6359233449477, 11.6359233449477
3/3/2017, 11.96, 11.97, 10.94, 10.96, 0, 8.75036609138794, 0.244530615316209, 0, 0, 0, 0.0550239245520707, 0.0241263370396629, 0.0308975875124078, 11.9707272727273, 11.8431827956989, 11.5754263565891, 11.5754263565891
3/6/2017, 11.59, 11.72, 11.06, 11.24, 0, 8.44384446116826, 0.367728799074211, 0, 0, 0, 0.0102366737140631, 0.0213484043745429, -0.0111117306604798, 11.6989090909091, 11.8150537634409, 11.5448731501057, 11.5448731501057
3/7/2017, 11.27, 11.58, 11.04, 11.45, 0, 8.11033809225805, -0.0687166434395341, 0, 0, 0, -0.00821757322413674, 0.015435208854807, -0.0236527820789437, 11.5292727272727, 11.8308387096774, 11.5351515151515, 11.5351515151515
3/8/2017, 11.49, 11.86, 11.09, 11.86, 0, 7.7630862224736, 0.0557527657042765, 0, 0, 0, 0.0101241714621647, 0.0143730013762785, -0.00424882991411383, 11.5418181818182, 11.8540430107527, 11.5614396135266, 11.5614396135266
3/9/2017, 11.75, 12.43, 11.62, 12.3, 0, 7.44038150151301, 0.29515281351507, 0, 0, 0, 0.0594788241769333, 0.0233941659364095, 0.0360846582405238, 11.6938181818182, 11.9106451612903, 11.6228307123034, 11.6228307123034
3/10/2017, 11.97, 12.09, 11.46, 11.66, 0, 7.81654012394336, 0.0084896711649983, 0, 0, 0, 0.0464150469685389, 0.0279983421428354, 0.0184167048257036, 11.5445454545455, 11.8644301075269, 11.6269946808511, 11.6269946808511
3/13/2017, 12.16, 12.23, 11.29, 11.35, 0, 8.04262686809873, 0.265839153466548, 0, 0, 0, 0.0109216027514947, 0.0245829942645672, -0.0136613915130726, 11.4018181818182, 11.7689032258065, 11.6058078231292, 11.6058078231292
3/14/2017, 11.39, 12.54, 11.28, 12.3, 0, 7.56257107359956, 0.463483332902924, 0, 0, 0, 0.0587723618093499, 0.0314208677735238, 0.0273514940358261, 11.7936363636364, 11.8756129032258, 11.6613142857143, 11.6613142857143
3/15/2017, 12.12, 12.25, 10.6, 11.63, 0, 8.32920404084358, 0.242298138059172, 0, 0, 0, 0.0421452087998695, 0.0335657359787929, 0.00857947282107658, 11.9118181818182, 11.901935483871, 11.6609882352941, 11.6609882352941
3/16/2017, 11.29, 11.55, 11.16, 11.21, 0, 8.41884128860485, 0.0228233284623032, -0.253791874340125, 0, 0, -0.00486632371524998, 0.0258793240399843, -0.0307456477552343, 11.7885454545454, 11.8652903225806, 11.6286726998492, 11.6286726998492
3/17/2017, 11.38, 11.38, 10.78, 11.28, 0, 8.21422431764161, 0.270854123549329, 0.00285591747335858, 0, 0, -0.0360592187203661, 0.0134916154879142, -0.0495508342082804, 11.5521818181818, 11.8493978494624, 11.6037010159652, 11.6037010159652
3/20/2017, 11.71, 11.72, 11.03, 11.34, 0, 8.06645747688249, 0.306591651177988, 0.0673074302484226, 0, 0, -0.0553008405195854, -0.000266875713585678, -0.0550339648059997, 11.3750909090909, 11.781311827957, 11.5847379454927, 11.5847379454927
3/21/2017, 11.15, 12.85, 10.92, 12.47, 0, 7.74257789883361, 0.607032160402569, 0.455768494657779, 0, 0, 0.0203964739171489, 0.00386579421256125, 0.0165306797045877, 11.6249090909091, 11.8808817204301, 11.6483973063973, 11.6483973063973
3/22/2017, 12.95, 13.16, 11.99, 12.81, 0, 7.61689688357005, 0.846678348082018, 0.473512210755225, 0, 0, 0.106593555325791, 0.0244113464352072, 0.0821822088905837, 12.0185454545454, 12.0111612903226, 11.7321493506493, 11.7321493506493
3/23/2017, 12.65, 13.17, 12.18, 13.12, 0, 7.44236483419251, 0.528716062828823, 0.563820236507053, 0, 0, 0.197641484573861, 0.0590573740629379, 0.138584110510923, 12.5554545454545, 12.1816344086022, 11.8323120300752, 11.8323120300752
3/24/2017, 12.86, 14.16, 12.27, 12.96, 0, 7.88670025411848, 0.55441505321563, 0.588188563097112, 0, 0, 0.253959474901279, 0.0980377942306062, 0.155921680670673, 12.8643636363636, 12.2830322580645, 11.9154688445251, 11.9154688445251
3/27/2017, 14.78, 15.11, 12.48, 12.5, 0, 8.82008428229653, 0.492547118058657, 0.404400673043805, 0, 0, 0.258493974731579, 0.130129030330801, 0.128364944400778, 12.8814545454545, 12.3106451612903, 11.9627293980129, 11.9627293980129
3/28/2017, 12.44, 12.67, 11.34, 11.53, 0, 9.66075462725684, 0.101549749870472, 0.24619260273756, 0, 0, 0.181721927878035, 0.140447609840248, 0.0412743180377877, 12.6907272727272, 12.2192043010753, 11.9430508474576, 11.9430508474576
3/29/2017, 11.54, 11.7, 11.03, 11.42, 0, 9.55946373114341, -0.00197569178619651, 0.0521150324134926, 0, 0, 0.110727054384483, 0.134503498749095, -0.0237764443646114, 12.37, 12.0888387096774, 11.9172732240437, 11.9172732240437
3/30/2017, 11.37, 11.64, 11.12, 11.54, 0, 9.21235892713821, 0.0538336344018656, -0.0699247625368273, 0, 0, 0.0634150930503967, 0.120285817609355, -0.0568707245589584, 12.0181818181818, 12.051311827957, 11.9005605499736, 11.9005605499736
3/31/2017, 11.61, 12.54, 11.5, 12.37, 0, 8.5848901308178, 0.431958944442745, 0.0722349026273359, 0, 0, 0.0918354641641415, 0.114595746920312, -0.022760282756171, 11.9490909090909, 12.107870967742, 11.9369892473118, 11.9369892473118
4/3/2017, 12.59, 13.59, 12.27, 12.38, 0, 8.68217579743985, 0.217773471520104, 0.375918977786301, 0, 0, 0.113853299490701, 0.11444725743439, -0.000593957943688897, 11.836, 12.1437634408602, 11.971994047619, 11.971994047619
4/4/2017, 12.71, 13.07, 11.7, 11.79, 0, 9.24182099692028, -0.27765762538505, 0.166701965736107, 0, 0, 0.0827407397096245, 0.108105953889437, -0.0253652141798126, 11.6883636363636, 12.1043870967742, 11.9690336538462, 11.9690336538462
4/5/2017, 11.89, 12.89, 10.9, 12.89, 0, 8.802406212258, 0.233845130860956, 0.618891539640624, 0, 0, 0.14517117589585, 0.11551899829072, 0.0296521776051305, 12.0258181818182, 12.2144946236559, 12.0323216783217, 12.0323216783217
4/6/2017, 13.11, 13.22, 11.7, 12.39, 0, 9.31314489686887, 0.317059269447834, 0.570549449551566, 0, 0, 0.152543498538668, 0.122923898340309, 0.0296196001983584, 12.2481818181818, 12.2517419354839, 12.0626232473994, 12.0626232473994
4/7/2017, 13.17, 13.43, 12.23, 12.87, 0, 8.98371188877973, 0.802639272888193, 0.732534673415793, 0, 0, 0.194871745640148, 0.137313467800277, 0.0575582778398708, 12.6441818181818, 12.3295053763441, 12.1193239683933, 12.1193239683933
4/10/2017, 13.24, 14.11, 12.94, 14.05, 0, 8.25902871232493, 1.02498467374665, 0.986830106619943, 0, 0, 0.319945195698114, 0.173839813379845, 0.14610538231827, 13.3607272727273, 12.5892903225807, 12.2409846547315, 12.2409846547315
4/11/2017, 14.32, 15.88, 14.17, 15.07, 0, 7.92218883462223, 1.20640367438653, 0.8763978358701, 0, 0, 0.495658637245548, 0.238203578152985, 0.257455059092562, 14.1510909090909, 13.021182795699, 12.4143561076605, 12.4143561076605
4/12/2017, 15.16, 16.16, 14.84, 15.77, 0, 7.61052735896444, 1.24226791660771, 0.980352626261583, 0, 0, 0.683517787891022, 0.327266420100592, 0.356251367790429, 14.9681818181818, 13.502688172043, 12.6182535211268, 12.6182535211268
4/13/2017, 15.89, 16.22, 14.97, 15.96, 0, 7.53553356067204, 1.15010759900934, 1.06261792257334, 0, 0, 0.838068201782594, 0.429426776436993, 0.408641425345601, 15.6376363636363, 13.9387956989248, 12.822617370892, 12.822617370892
4/17/2017, 16.19, 16.28, 14.6, 14.66, 0, 8.36655933471415, 1.00048673702692, 0.765278115117821, 0, 0, 0.845900369910947, 0.512721495131784, 0.333178874779163, 15.7829090909091, 14.1265161290323, 12.9463165905632, 12.9463165905632
4/18/2017, 14.5, 15.5, 14.29, 14.42, 0, 8.50007433110707, 1.04405608987244, 0.977931931490513, 0, 0, 0.823251494570926, 0.574827495019612, 0.248423999551313, 15.7223636363636, 14.2785806451613, 13.0511255090707, 13.0511255090707
4/19/2017, 14, 15.15, 13.46, 14.93, 0, 8.36520550983495, 0.891757632725978, 0.974964750454132, 0, 0, 0.836808626488907, 0.627223721313471, 0.209584905175435, 15.6087272727273, 14.4888387096774, 13.1778918918919, 13.1778918918919
4/20/2017, 14.59, 14.81, 13.83, 14.15, 0, 8.77370263948721, 0.902481611744901, 0.829504233109411, 0, 0, 0.775671808174062, 0.656913338685589, 0.118758469488473, 15.2743636363636, 14.6050107526882, 13.2578666666667, 13.2578666666667
4/21/2017, 13.85, 15.33, 13.85, 14.63, 0, 8.56736143071133, 1.19418286822662, 0.884446112996566, 0, 0, 0.757223625070703, 0.676975395962612, 0.0802482291080905, 14.9370909090909, 14.7966451612904, 13.3587901572112, 13.3587901572112
4/24/2017, 11.56, 12.01, 10.82, 10.84, 0, 12.7420177901053, 0.0914825984390849, 0.220524950152312, 0, 0, 0.431804408963275, 0.627941198562745, -0.196136789599469, 13.2643636363636, 14.4496989247312, 13.2618981018981, 13.2618981018981
4/25/2017, 10.81, 11.15, 10.22, 10.76, 0, 12.6270724165896, 0.0566693761086806, 0.209724300225547, 0, 0, 0.165543719318274, 0.535461702713851, -0.369917983395577, 11.9107272727273, 14.0772258064516, 13.1650697825381, 13.1650697825381
4/26/2017, 10.61, 10.89, 10.39, 10.85, 0, 12.1266298840902, -0.20116946469231, 0.182139527730018, 0, 0, -0.0377721340425499, 0.420814935362571, -0.45858706940512, 10.9716363636363, 13.783311827957, 13.0767626582279, 13.0767626582279
4/27/2017, 10.72, 11.08, 10.33, 10.36, 0, 12.4271464797548, -0.406427979954738, 0.145898585896412, 0, 0, -0.235723048965784, 0.2895073384969, -0.525230387462684, 10.2334545454545, 13.3919139784947, 12.9680555555556, 12.9680555555556
4/28/2017, 10.39, 11.16, 10.29, 10.82, 0, 11.7059127221578, -0.346788424496295, -0.0174968369322101, 0, 0, -0.351431337877541, 0.161319603222012, -0.512750941099552, 9.98727272727271, 13.0390752688172, 12.8861336946703, 12.8861336946703
5/1/2017, 10.92, 11.04, 9.9, 10.11, 0, 12.465388414546, -0.49079321315062, -0.131170476224656, 0, 0, -0.494719241294131, 0.030111834318783, -0.524831075612914, 9.51618181818179, 12.6033333333334, 12.773520423156, 12.773520423156
5/2/2017, 10.15, 10.59, 10.04, 10.59, 0, 11.5650446673755, -0.257864437800468, 0.0354844504473477, 0, 0, -0.563053419283833, -0.0885212164017402, -0.474532202882092, 9.41109090909087, 12.2400430107527, 12.6881927710843, 12.6881927710843
5/3/2017, 10.56, 11.15, 10.4, 10.68, 0, 11.2453307000123, -0.0202854424968645, 0.0391019901832122, 0, 0, -0.602995542560279, -0.191416081633448, -0.411579460926831, 9.64799999999998, 11.9683440860215, 12.6104789915966, 12.6104789915966
5/4/2017, 10.71, 11.24, 10.27, 10.46, 0, 11.3714268912357, -0.0514679400053658, -0.0440434959626632, 0, 0, -0.644967342363076, -0.282126333779374, -0.362841008583702, 9.88472727272724, 11.7029462365592, 12.525658002736, 12.525658002736
5/5/2017, 10.51, 10.98, 9.99, 10.57, 0, 11.1587387907482, -0.0514442769439458, -0.0132523021530633, 0, 0, -0.661726247138908, -0.358046316451281, -0.303679930687628, 10.4567272727272, 11.4873333333334, 12.4491900561347, 12.4491900561347
5/8/2017, 10.53, 10.55, 9.67, 9.77, 0, 11.9294243159978, -0.468995358379148, -0.141167215604544, 0, 0, -0.731133067152577, -0.43266366659154, -0.298469400561037, 10.2158181818182, 11.176, 12.3395323928945, 12.3395323928945
5/9/2017, 9.87, 10.14, 9.56, 9.96, 0, 11.4079268864391, -0.415271105147507, -0.223092469204297, 0, 0, -0.762022933919383, -0.498535520057108, -0.263487413862274, 10.0829090909091, 10.878688172043, 12.2426098059244, 12.2426098059244
5/10/2017, 9.75, 10.24, 9.62, 10.21, 0, 10.8757888540144, -0.210849175958036, -0.328784582303842, 0, 0, -0.757597354503982, -0.550347886946483, -0.207249467557499, 10.098, 10.5648172043011, 12.1604494382023, 12.1604494382023
5/11/2017, 10.34, 11.23, 10.32, 10.6, 0, 10.432991885803, -0.378796318633472, -0.168423910781875, 0, 0, -0.714385321007541, -0.583155373758695, -0.131229947248846, 10.1847272727272, 10.3016129032258, 12.0984517704518, 12.0984517704518
5/12/2017, 10.72, 10.87, 10.28, 10.4, 0, 10.385598874042, -0.32186439630193, -0.0761986123086047, 0, 0, -0.688343011903406, -0.604192901387637, -0.084150110515769, 10.2812727272727, 10.0263225806452, 12.0566031746032, 12.0301290014334
5/15/2017, 10.54, 10.88, 10.25, 10.42, 0, 10.1496849208767, -0.433482499383938, 0.101141090657942, 0, 0, -0.658499686971066, -0.615054258504323, -0.043445428466743, 10.2656363636363, 9.81625806451618, 11.9952014652015, 11.9652033660589
5/16/2017, 10.46, 10.67, 10.18, 10.65, 0, 9.66401230345147, -0.666135197697879, 0.092792210475361, 0, 0, -0.609266316303609, -0.61389667006418, 0.00463035376057108, 10.4085454545454, 9.64862365591404, 11.9409010989011, 11.9124067719057
5/17/2017, 11.89, 15.59, 11.53, 15.59, 0, 7.85603877358372, 0.311802303856347, 0.782995201668686, 0, 0, -0.169675882688894, -0.525052512589123, 0.355376629900229, 12.2727272727272, 10.0796129032259, 12.0955067155067, 12.0684322508399
5/18/2017, 14.06, 16.3, 14.03, 14.66, 0, 8.71090465594555, 0.122497175441135, 0.625201673155826, 0, 0, 0.102478170800572, -0.399546375911184, 0.502024546711756, 13.5038181818182, 10.4414193548388, 12.2116654456654, 12.1802171052632
5/19/2017, 14.23, 14.23, 11.72, 12.04, 0, 11.2970738491158, -0.20579248387723, 0.266374301722162, 0, 0, 0.105533589679204, -0.298530382793106, 0.404063972472311, 13.6227272727273, 10.4260430107527, 12.2094725274725, 12.1804703608247
5/22/2017, 12.29, 12.52, 10.89, 10.93, 0, 12.5677887178578, -0.223396114570097, 0.202824428281482, 0, 0, 0.0181777658413367, -0.235188753066218, 0.253366518907554, 13.118, 10.3040860215054, 12.1532454212454, 12.1356111929308
5/23/2017, 11, 11, 10.56, 10.72, 0, 12.378510648496, -0.228168224411041, 0.214238530906836, 0, 0, -0.0672226974600285, -0.20159554194498, 0.134372844484951, 12.5154545454545, 10.2466666666667, 12.0943028083028, 12.0838651824366
5/24/2017, 10.61, 10.9, 9.88, 10.02, 0, 13.0900950543196, -0.397133602131517, -0.0146272534815782, 0, 0, -0.189206277568394, -0.199117689069663, 0.00991141150126909, 11.6796363636363, 10.1899139784947, 11.9984737484737, 12.0060444444444
5/25/2017, 9.82, 10.29, 9.72, 9.99, 0, 12.7582197019088, -0.315072605092015, 0.064880362785692, 0, 0, -0.285014424062771, -0.216297036068284, -0.0687173879944867, 10.9218181818182, 10.2086021505377, 11.916442002442, 11.9297148514851
5/26/2017, 9.93, 10.48, 9.65, 9.81, 0, 12.7657374190586, -0.403725801230614, 0.0929602939366293, -0.0318485211317379, 0, -0.371188733435142, -0.247275375541656, -0.123913357893486, 10.0950909090909, 10.2544086021506, 11.841474969475, 11.8489633080955
5/30/2017, 10.61, 10.84, 10.14, 10.38, 0, 11.957638716466, 0.146476656327409, 0.172556656899066, 0.156128468780679, 0, -0.389004061479762, -0.275621112729277, -0.113382948750485, 9.50145454545452, 10.3255483870968, 11.8000463980464, 11.792971635256
5/31/2017, 10.1, 11.3, 9.93, 10.41, 0, 11.9850408629271, 0.165660665140312, 0.168814025757442, 0.181189768398127, 0, -0.396135682466518, -0.299724026676725, -0.0964116557897928, 8.96636363636362, 10.4121075268818, 11.7341318681319, 11.7400074682599
6/1/2017, 10.42, 10.54, 9.69, 9.89, 0, 12.4141619427621, 0.0566309530233869, -0.0623461859223549, 0.153324644200591, 0, -0.438690249536295, -0.327517271248639, -0.111172978287656, 9.25272727272726, 10.492559139785, 11.6514261294261, 11.6690934065934
6/2/2017, 10.08, 10.3, 9.58, 9.75, 0, 12.3320265162279, 0.114574825108389, -0.126855400161757, 0.104488082869304, 0, -0.478199494396819, -0.357653715878275, -0.120545778518543, 9.61563636363634, 10.5357634408603, 11.5484224664225, 11.595265049416
6/5/2017, 10.08, 10.28, 9.6, 10.07, 0, 11.6807741416644, 0.0931397563574482, -0.113368586181817, 0.158068511029103, 0, -0.478177398553676, -0.381758452413355, -0.0964189461403205, 9.83290909090907, 10.6799569892474, 11.4545958485958, 11.535764415447
6/6/2017, 10.19, 10.77, 9.86, 10.45, 0, 11.1286244809792, 0.287805138676436, -0.0356543994775799, 0.237615467553196, 0, -0.442397381599035, -0.393886238250491, -0.0485111433485435, 10.0669090909091, 10.64911827957, 11.3739218559218, 11.4922118380062
6/7/2017, 10.48, 10.93, 10.12, 10.39, 0, 11.0230432661137, 0.188441533161899, 0.010556662936818, 0.195479342118545, 0, -0.414109363966778, -0.397930863393749, -0.0161785005730296, 10.2643636363636, 10.6078494623657, 11.2896459096459, 11.4478814135236
6/8/2017, 10.27, 10.53, 9.73, 10.16, 0, 11.1026524171432, 0.130605663268782, 0.0974630131829283, 0.202050110238499, 0, -0.405574770505984, -0.399459644816196, -0.00611512568978823, 10.2603636363636, 10.5457849462366, 11.2243443223443, 11.3966538782318
6/9/2017, 9.93, 12.11, 9.37, 10.7, 0, 11.2955888906791, 0.268491736703353, 0.195014712239887, 0.196825213453772, 0, -0.351189265424098, -0.389805568937776, 0.0386163035136778, 10.4292727272727, 10.5240215053764, 11.1863516483516, 11.3664324324324
6/12/2017, 11.19, 12.37, 11.19, 11.46, 0, 10.7477889244112, 0.379242918629446, 0.287882642667327, 0.223448239946864, 0, -0.243950601722631, -0.360634575494747, 0.116683973772116, 10.786, 10.6271612903227, 11.178525030525, 11.3641988416988
6/13/2017, 11.12, 11.14, 10.26, 10.42, 0, 11.8052953953997, 0.349536826807158, 0.0352145933603356, 0.0647823873780764, 0, -0.240114604785894, -0.336530581352977, 0.0964159765670822, 10.8074545454545, 10.5468817204302, 11.1281611721612, 11.3254092920354
