Date,XLV_Open,XLV_High,XLV_Low,XLV_Close,XLV_Volume,XLV_ATRPercentOfClose20,XLV_SQN25,XLV_SQN50,XLV_SQN100,XLV_SQN200,XLV_MACD,XLV_MACD_Avg,XLV_MACD_Diff,XLV_LinReg10,XLV_LinReg30,XLV_LinReg90,XLV_LinReg270
2/15/2017, 72.71, 73.8, 72.64, 73.66, 10091712, 0.925695801778959, 0.941741726902212, 0, 0, 0, 0.693974107343792, 0.413696496089252, 0.28027761125454, 72.9896363636364, 71.7470752688172, 71.7523991935484, 71.7523991935484
2/16/2017, 73.68, 73.75, 73.06, 73.56, 11332623, 0.927507002733636, 1.29225107491268, 0, 0, 0, 0.777212769070033, 0.486399750685408, 0.290813018384625, 73.3794545454546, 72.0565161290323, 72.021875, 72.021875
2/17/2017, 73.28, 73.7, 73.28, 73.66, 12118416, 0.908444805390062, 1.30473197904066, 0, 0, 0, 0.841548327185237, 0.557429465985374, 0.284118861199863, 73.7321818181819, 72.3821935483872, 72.2744563279857, 72.2744563279857
2/21/2017, 73.65, 74.23, 73.65, 73.99, 10651815, 0.898367916566838, 1.41453919647227, 0, 0, 0, 0.908688170982785, 0.627681206984856, 0.281006963997929, 74.0927272727274, 72.7443010752689, 72.5380840336134, 72.5380840336134
2/22/2017, 73.9, 74.14, 73.82, 73.88, 6634265, 0.876376963175979, 1.56426638062704, 0, 0, 0, 0.942160263177641, 0.690577018223413, 0.251583244954228, 74.2934545454546, 73.0928387096775, 72.7630952380952, 72.7630952380952
2/23/2017, 73.96, 74.55, 73.87, 74.42, 8685596, 0.872203621841833, 1.83575703408971, 0, 0, 0, 1.00072489081546, 0.752606592741823, 0.248118298073639, 74.5327272727273, 73.5095913978495, 73.0233633633634, 73.0233633633634
2/24/2017, 74.3, 74.82, 74.27, 74.78, 9103034, 0.8613790299625, 2.30400601757707, 0, 0, 0, 1.06392253479592, 0.814869781152643, 0.249052753643278, 74.7869090909091, 73.9051827956989, 73.2959743954481, 73.2959743954481
2/27/2017, 74.83, 75.18, 74.67, 75.14, 8178202, 0.848326160068751, 2.59997081280865, 0, 0, 0, 1.13002983381428, 0.87790179168497, 0.252128042129307, 75.0265454545455, 74.325311827957, 73.5794331983806, 73.5794331983806
2/28/2017, 74.93, 75.23, 74.77, 74.99, 10258588, 0.838192642808211, 2.7207714053468, 0, 0, 0, 1.15697965687636, 0.933717364723248, 0.223262292153112, 75.1234545454546, 74.7033978494623, 73.8221025641026, 73.8221025641026
3/1/2017, 75.44, 75.93, 75.22, 75.74, 15196599, 0.850452376154983, 3.46769311889247, 0, 0, 0, 1.22473829708878, 0.991921551196354, 0.232816745892424, 75.4467272727273, 75.1263870967742, 74.1150731707317, 74.1150731707317
3/2/2017, 75.62, 75.89, 75.49, 75.5, 7889322, 0.836988077105689, 2.97962436245082, 0, 0, 0, 1.24472312008042, 1.04248186497317, 0.202241255107255, 75.6885454545455, 75.479505376344, 74.3597909407666, 74.3597909407666
3/3/2017, 75.39, 75.86, 75.36, 75.8, 6635276, 0.824973216759967, 3.75468868342232, 0, 0, 0, 1.27012749000173, 1.08801098997888, 0.182116500022848, 75.9136363636364, 75.8082365591397, 74.6108527131783, 74.6108527131783
3/6/2017, 75.69, 75.75, 75.24, 75.51, 5886906, 0.823815671287052, 3.18374394145486, 0, 0, 0, 1.25242290814518, 1.12089337361214, 0.131529534533039, 75.9363636363637, 76.0508817204301, 74.81455602537, 74.81455602537
3/7/2017, 74.89, 75.36, 74.74, 74.98, 12330631, 0.83950393800935, 3.0062217466626, 0, 0, 0, 1.18199996899095, 1.1331146926879, 0.0488852763030494, 75.7410909090911, 76.1703655913978, 74.9544848484849, 74.9544848484849
3/8/2017, 74.97, 75.54, 74.92, 75.28, 8130032, 0.835530087783528, 2.94772258938112, 0, 0, 0, 1.13728684037736, 1.13394912222579, 0.00333771815156414, 75.5734545454547, 76.2608817204301, 75.1082028985507, 75.1082028985507
3/9/2017, 75.27, 75.79, 75.22, 75.69, 8451394, 0.827107540730966, 2.88882970499645, 0, 0, 0, 1.12200120581824, 1.13155953894428, -0.00955833312604493, 75.5790909090911, 76.4066881720429, 75.2836540240518, 75.2836540240518
3/10/2017, 76.01, 76.09, 75.7, 75.98, 10455762, 0.80907582613886, 3.10112938206564, 0, 0, 0, 1.12037284591217, 1.12932220033786, -0.00894935442568734, 75.6876363636366, 76.5147741935482, 75.4689095744681, 75.4689095744681
3/13/2017, 76.05, 76.05, 75.62, 75.92, 6898546, 0.797548764574934, 2.83676991057954, 0, 0, 0, 1.10154295885287, 1.12376635204086, -0.0222233931879878, 75.7820000000001, 76.6093763440859, 75.634787414966, 75.634787414966
3/14/2017, 75.71, 75.96, 75.56, 75.64, 7296332, 0.7869170689609, 2.52206244090905, 0, 0, 0, 1.05190081988785, 1.10939324561026, -0.0574924257224114, 75.7070909090911, 76.6059784946235, 75.7655918367347, 75.7655918367347
3/15/2017, 75.75, 76.75, 75.75, 76.59, 11044878, 0.810762328520595, 2.77739687032866, 0, 0, 0, 1.07680340822138, 1.10287527813248, -0.0260718699111036, 76.0749090909093, 76.7569247311826, 75.959905882353, 75.959905882353
3/16/2017, 76.4, 76.4, 75.56, 75.85, 12129389, 0.845635760109727, 2.21477685441937, 2.02201967385739, 0, 0, 1.02501138018388, 1.08730249854276, -0.0622911183588801, 76.0927272727274, 76.8154838709676, 76.0835294117647, 76.0835294117647
3/17/2017, 75.39, 75.53, 75.12, 75.16, 10400969, 0.859292160512328, 1.61411808003772, 1.57804756524957, 0, 0, 0.917709804027041, 1.05338395963962, -0.135674155612578, 75.9130909090911, 76.7547096774192, 76.146168359942, 76.146168359942
3/20/2017, 75.18, 75.29, 74.89, 75.04, 4728301, 0.844285432368087, 1.48304589449398, 1.42145744453106, 0, 0, 0.813610736621797, 1.00542931503605, -0.191818578414258, 75.6689090909093, 76.6732473118279, 76.1947169811321, 76.1947169811321
3/21/2017, 75.13, 75.39, 72.33, 74.46, 16650419, 1.01379827964889, 0.978918178422447, 1.14650411563199, 0, 0, 0.676511914733112, 0.939645834975466, -0.263133920242354, 75.1440000000002, 76.5001720430106, 76.1971986531987, 76.1971986531987
3/22/2017, 74.57, 74.67, 74.11, 74.48, 9954250, 1.00044372861874, 0.748510938236214, 1.05725148006098, 0, 0, 0.562984211945874, 0.864313510369548, -0.301329298423674, 74.7143636363638, 76.3152043010752, 76.1997922077922, 76.1997922077922
3/23/2017, 74.39, 74.77, 74.11, 74.25, 13250456, 0.997810053362252, 0.296701449112017, 0.901151152702868, 0, 0, 0.449274653215738, 0.781305738938786, -0.332031085723048, 74.3309090909093, 76.074946236559, 76.1851315789474, 76.1851315789474
3/24/2017, 74.29, 74.62, 73.98, 74.29, 9229473, 0.990483599933233, 0.364541629757629, 1.18761242993655, 0, 0, 0.358256911723871, 0.696695973495803, -0.338439061771933, 74.0978181818184, 75.8390967741934, 76.1730369026013, 76.1730369026013
3/27/2017, 73.76, 74.62, 73.62, 74.49, 6946344, 1.00555611903729, 0.410737120230736, 1.2276386590648, 0, 0, 0.298818431504031, 0.617120465097449, -0.318302033593417, 74.0140000000002, 75.6213763440859, 76.174097019287, 76.174097019287
3/28/2017, 74.34, 74.64, 74.11, 74.54, 7392285, 0.990188912553441, 0.278873687366159, 1.21996950705504, 0, 0, 0.252833087383024, 0.544262989554564, -0.29142990217154, 73.9694545454547, 75.4223655913977, 76.1774406779661, 76.1774406779661
3/29/2017, 74.57, 74.74, 74.39, 74.56, 4357827, 0.963898168785499, 0.342374800349027, 1.36339014603092, 0, 0, 0.215518836719752, 0.478514158987602, -0.262995322267849, 74.1818181818184, 75.2494408602149, 76.1809726775957, 76.1809726775957
3/30/2017, 74.47, 74.72, 74.27, 74.57, 7137422, 0.945753454357174, 0.0880907722924233, 1.39969575585399, 0, 0, 0.184625690624941, 0.419736465315069, -0.235110774690129, 74.3603636363638, 75.1195483870966, 76.1840613432047, 76.1840613432047
3/31/2017, 74.39, 74.56, 74.28, 74.36, 5895356, 0.920502868973154, -0.197705049913428, 1.50528774964244, 0, 0, 0.141565525557795, 0.364102277363615, -0.22253675180582, 74.398181818182, 74.9504731182794, 76.1729032258065, 76.1729032258065
4/3/2017, 74.44, 74.79, 74.13, 74.42, 12354819, 0.918115609647965, -0.354103453941137, 1.59567186046834, 0, 0, 0.111001971438995, 0.313482216178691, -0.202480244739696, 74.4763636363638, 74.7905161290321, 76.165257936508, 76.165257936508
4/4/2017, 74.4, 74.48, 74.17, 74.38, 5228588, 0.893517820469233, -0.299046160026462, 1.69918393957712, 0, 0, 0.0826003040075989, 0.267305833744472, -0.184705529736873, 74.4585454545456, 74.6425806451611, 76.1547980769231, 76.1547980769231
4/5/2017, 74.48, 74.92, 74.1, 74.15, 6470120, 0.906768209199952, -0.869274352455922, 1.82233521709062, 0, 0, 0.0410593930113947, 0.222056545597857, -0.180997152586462, 74.3696363636365, 74.4556129032256, 76.1303076923077, 76.1303076923077
4/6/2017, 74.17, 74.42, 73.95, 74.28, 5253261, 0.891559229625305, -0.66456403482324, 1.66297931163649, 0, 0, 0.0184155522820504, 0.181328346934696, -0.162912794652645, 74.2976363636365, 74.3193978494622, 76.1140750791498, 76.1140750791498
4/7/2017, 74.33, 74.6, 74.13, 74.41, 5638152, 0.877083303289064, -0.767451630234054, 1.96485019274455, 0, 0, 0.010835157952414, 0.147229709138239, -0.136394551185825, 74.2769090909093, 74.2245806451612, 76.1055750658473, 76.1055750658473
4/10/2017, 74.39, 74.64, 74.2, 74.27, 4529953, 0.86442143756365, -0.690724111986792, 1.71729632866404, 0, 0, -0.00639546618563713, 0.116504674073464, -0.122900140259101, 74.2412727272729, 74.1383870967741, 76.0887851662405, 76.0887851662405
4/11/2017, 74.15, 74.34, 73.76, 74.17, 5472621, 0.861406918692998, -0.467736009927897, 1.83370187891743, 0, 0, -0.02779956810366, 0.0876438256380392, -0.115443393741699, 74.1930909090911, 74.0351182795698, 76.0665217391305, 76.0665217391305
4/12/2017, 74.09, 74.29, 73.87, 74.17, 3782186, 0.846649906990518, -0.657190612071482, 1.52626787060613, 0, 0, -0.0442523594285689, 0.0612645886247176, -0.105516948053286, 74.1690909090911, 73.9871397849461, 76.044740442656, 76.044740442656
4/13/2017, 74.08, 74.33, 73.98, 73.98, 6671107, 0.830038151141015, -1.05569358665941, 1.21738807328636, 0, 0, -0.0717951177665555, 0.034652647346463, -0.106447765113018, 74.1027272727275, 73.9091827956988, 76.0129460093897, 76.0129460093897
4/17/2017, 73.89, 74.27, 73.83, 74.25, 6149877, 0.815298468691471, -1.06614634528635, 1.33336905738703, 0, 0, -0.0710175624157898, 0.0135186053940124, -0.0845361678098022, 74.1198181818184, 73.8952903225804, 75.9967998477931, 75.9967998477931
4/18/2017, 73.84, 73.84, 73.16, 73.44, 7519486, 0.857286434304529, -1.39971165630883, 0.822841948733377, 0, 0, -0.134214434292915, -0.016028002543373, -0.118186431749542, 73.8750909090911, 73.7692903225804, 75.9373898556091, 75.9373898556091
4/19/2017, 73.68, 73.87, 73.53, 73.66, 5023119, 0.841177843450427, -1.10435358519797, 0.874987092095716, 0, 0, -0.164648286227518, -0.045752059280202, -0.118896226947316, 73.7518181818184, 73.6492258064514, 75.8918810810811, 75.8918810810811
4/20/2017, 73.81, 74.27, 73.47, 74.12, 7307251, 0.84812603819658, -1.56847560991124, 1.01369165505359, 0, 0, -0.149920981774827, -0.0665858437791269, -0.0833351379956997, 73.7807272727275, 73.6160430107525, 75.8720175438597, 75.8720175438597
4/21/2017, 73.99, 74.06, 73.51, 73.68, 6762958, 0.851926531671742, -1.47535879502381, 0.874947705810218, 0, 0, -0.171773709263178, -0.0876234168759371, -0.0841502923872408, 73.685272727273, 73.5618494623654, 75.8298735475051, 75.8298735475051
4/24/2017, 74.39, 74.59, 74.31, 74.41, 5450018, 0.862537958754136, -0.475291084575086, 1.02043917353165, 0, 0, -0.128703638671283, -0.0958394612350062, -0.0328641774362765, 73.9007272727275, 73.6325806451612, 75.8263536463537, 75.8263536463537
4/25/2017, 74.71, 74.94, 74.5, 74.73, 9035698, 0.851363268236993, -0.185551770958108, 1.07992204120566, 0, 0, -0.0679655077098573, -0.0902646705299765, 0.0222991628201191, 74.1987272727276, 73.7500430107526, 75.8386497890296, 75.8386497890296
4/26/2017, 75, 75.44, 74.94, 75.14, 6240415, 0.851627071913534, 0.457579330167252, 1.06517258426424, 0, 0, 0.0131024354389524, -0.0695912493361907, 0.0826936847751431, 74.593272727273, 73.9085376344085, 75.8703544303798, 75.8703544303798
4/27/2017, 75.16, 75.65, 75.01, 75.3, 6962756, 0.849823310417049, 0.54719643512775, 0.925865685537959, 0, 0, 0.0892314229721904, -0.0378267148745145, 0.127058137846705, 74.9901818181822, 74.1538924731182, 75.9081296296297, 75.9081296296297
4/28/2017, 75.36, 75.54, 75.24, 75.5, 5781071, 0.825061066366671, 0.837884933283482, 0.728087233890783, 0, 0, 0.163814174766358, 0.00250146305366006, 0.161312711712698, 75.3565454545458, 74.3836129032257, 75.953586269196, 75.953586269196
5/1/2017, 75.63, 75.82, 75.5, 75.67, 7182033, 0.803191555241832, 0.920142017545179, 0.83226637960222, 0, 0, 0.233942380020864, 0.0487896464471008, 0.185152733573763, 75.7527272727276, 74.5911612903225, 76.0048751101969, 76.0048751101969
5/2/2017, 75.74, 75.9, 75.3, 75.88, 5243780, 0.800456375011756, 0.923874586015213, 0.871541624516588, 0, 0, 0.302972257299786, 0.0996261686176377, 0.203346088682148, 75.9820000000003, 74.8140645161289, 76.0635800344235, 76.0635800344235
5/3/2017, 75.65, 75.71, 75.34, 75.51, 8094141, 0.799916544154382, 0.626968514230334, 0.599195991252498, 0, 0, 0.324087149671598, 0.14451836482843, 0.179568784843168, 75.994363636364, 74.9459354838709, 76.1021792717087, 76.1021792717087
5/4/2017, 75.77, 76.01, 75.66, 76.01, 4275352, 0.787812305441948, 0.894468818417644, 0.819932767282093, 0, 0, 0.376822895550703, 0.190979270972884, 0.185843624577818, 76.1705454545458, 75.1358064516128, 76.161950752394, 76.161950752394
5/5/2017, 76.18, 76.2, 75.66, 75.97, 5720072, 0.784356096746221, 0.86303368840859, 0.60993803915069, 0, 0, 0.410654914167651, 0.234914399611838, 0.175740514555813, 76.1418181818185, 75.2953978494623, 76.2171210906174, 76.2171210906174
5/8/2017, 75.91, 75.97, 75.39, 75.5, 6558505, 0.7881874971698, 0.684042287128076, 0.290513151917589, 0, 0, 0.394988775885565, 0.266929274866583, 0.128059501018982, 75.9718181818186, 75.3869247311827, 76.2484926854754, 76.2484926854754
5/9/2017, 75.54, 75.73, 75.45, 75.59, 3830157, 0.766407570240824, 0.700871066037242, 0.188923895636406, 0, 0, 0.385392926509184, 0.290622005195103, 0.0947709213140802, 75.8374545454549, 75.4953978494623, 76.2822931562819, 76.2822931562819
5/10/2017, 75.47, 75.48, 75.06, 75.37, 4314913, 0.76537230758629, 0.589728715338901, 0.162350283680255, 0, 0, 0.355933011168602, 0.303684206389803, 0.0522488047787992, 75.6621818181822, 75.572193548387, 76.3047041198502, 76.3047041198502
5/11/2017, 75.25, 75.44, 75.03, 75.41, 6791572, 0.753902735467972, 0.758144682076107, -0.11390904599393, 0, 0, 0.331986547455401, 0.309344674602923, 0.022641872852478, 75.5201818181822, 75.6500430107526, 76.3276556776557, 76.3276556776557
5/12/2017, 75.38, 75.49, 75.23, 75.28, 2638025, 0.734713270690193, 0.601616905649544, -0.0709040737621139, 0, 0, 0.299071380187726, 0.307290015719883, -0.00821863553215713, 75.3672727272731, 75.7065806451611, 76.3260415140415, 76.3437744863832
5/15/2017, 75.32, 75.81, 75.25, 75.77, 7320754, 0.730417767806254, 0.786585652695709, 0.00512335678748723, 0, 0, 0.308963241955922, 0.307624660967091, 0.00133858098883111, 75.4296363636368, 75.8067096774192, 76.354083028083, 76.3799158485273
5/16/2017, 75.69, 75.76, 75.27, 75.48, 5471675, 0.72968424156526, 0.694639293897267, 0.0050784100714363, 0, 0, 0.290058424344608, 0.304111413642594, -0.0140529892979869, 75.4283636363641, 75.864946236559, 76.3735067155067, 76.4021139327385
5/17/2017, 74.87, 75.08, 74.49, 74.49, 11434049, 0.768864790249411, 0.171833465606354, -0.166995016623066, 0, 0, 0.192967089471423, 0.28188254880836, -0.0889154593369368, 75.0329090909095, 75.7880645161289, 76.3506349206349, 76.3817133258679
5/18/2017, 74.45, 75.25, 74.45, 74.82, 10690543, 0.78066160537817, 0.330794699378005, -0.154675840573269, 0, 0, 0.141024110987075, 0.253710861244103, -0.112686750257028, 74.9070909090913, 75.737010752688, 76.3462612942612, 76.3754210526316
5/19/2017, 74.95, 75.27, 74.85, 75.03, 9209758, 0.769540800328868, 0.527102828899717, -0.231019577682239, 0, 0, 0.11547306959919, 0.226063302915121, -0.110590233315931, 74.9107272727277, 75.716946236559, 76.3540073260073, 76.3776675257732
5/22/2017, 74.96, 75.32, 74.8, 75.23, 4999072, 0.763680897730176, 0.492944007214273, -0.264974803394646, 0, 0, 0.110092930966516, 0.2028692285254, -0.0927762975588836, 74.9407272727277, 75.7260860215052, 76.3519096459097, 76.3876604249948
5/23/2017, 75.33, 75.64, 75.27, 75.48, 4216096, 0.750253421296093, 1.11555257884561, -0.147129116764947, 0, 0, 0.12456612228317, 0.187208607276954, -0.0626424849937839, 75.0898181818186, 75.752322580645, 76.3590354090354, 76.4070624613482
5/24/2017, 75.52, 75.73, 75.34, 75.67, 5215731, 0.736720917503074, 1.09771154378136, 0.0288815146450496, 0, 0, 0.149642655396988, 0.179695416900961, -0.0300527615039725, 75.2665454545459, 75.7881935483869, 76.3726300366301, 76.4330666666667
5/25/2017, 75.84, 76.18, 75.66, 76.03, 4479364, 0.730767963120937, 1.04909392090691, -0.204487793673196, 0, 0, 0.196302131136903, 0.183016759748149, 0.013285371388754, 75.5592727272732, 75.8600645161289, 76.3904810744811, 76.4720811881189
5/26/2017, 75.97, 76.19, 75.81, 75.89, 4507362, 0.720546499199902, 1.25941741323495, 0.032511729861528, 1.60148416747489, 0, 0.219453547957215, 0.190304117389962, 0.0291494305672528, 75.7438181818186, 75.8895053763439, 76.3962051282052, 76.5040244612697
5/30/2017, 75.65, 75.97, 75.65, 75.78, 4651153, 0.706626552296998, 0.837454745503017, 0.284673658637452, 1.43643015061929, 0, 0.226316298480754, 0.197506553608121, 0.0288097448726329, 75.9550909090913, 75.9106666666665, 76.3831501831503, 76.5303655054255
5/31/2017, 75.93, 76.25, 75.86, 76.08, 5884380, 0.69953669987399, 0.82394701113671, 0.46420207122517, 1.41661870567323, 0, 0.253045618138998, 0.208614366514296, 0.0444312516247018, 76.2114545454549, 75.9060215053761, 76.3749890109891, 76.5670407020165
6/1/2017, 76.21, 76.98, 76.13, 76.92, 9149905, 0.715804920958041, 0.994832581267617, 1.05165308753967, 1.54547052056203, 0, 0.338112229060556, 0.234513939023548, 0.103598290037008, 76.5272727272731, 76.0055913978492, 76.39252991453, 76.6340824175825
6/2/2017, 77.14, 77.52, 77.07, 77.42, 4832974, 0.714372627151742, 1.14958808986843, 1.22966509126829, 1.58242424356178, 0, 0.440792767770489, 0.275769704772936, 0.165023062997553, 76.9492727272731, 76.1782365591395, 76.4158608058609, 76.7174357592094
6/5/2017, 77.42, 77.5, 77.02, 77.2, 5558935, 0.711676066766626, 0.915226391140444, 1.23851293344017, 1.46195341335722, 0, 0.498667346329313, 0.320349233084212, 0.178318113245101, 77.195454545455, 76.2723440860212, 76.4379023199024, 76.7896261682243
6/6/2017, 77.05, 77.29, 76.88, 77.01, 4316464, 0.704380245898771, 0.719147412949761, 1.13864991266608, 1.63541669847701, 0, 0.523171163190725, 0.360913619105514, 0.16225754408521, 77.2976363636368, 76.3683010752686, 76.4341587301589, 76.8522222222223
6/7/2017, 77.11, 77.3, 76.97, 77.22, 4415681, 0.688708969176783, 0.71731825089983, 1.1396585166431, 1.66751102427841, 0, 0.553159382518729, 0.399362771788157, 0.153796610730571, 77.4252727272732, 76.4954623655911, 76.4465250305251, 76.9202293577982
6/8/2017, 77.17, 77.36, 76.8, 77, 6304426, 0.692506509997917, 0.811310229020324, 1.02356491603102, 1.59043956443055, 0, 0.552800757974921, 0.43005036902551, 0.122750388949411, 77.4200000000005, 76.6059784946234, 76.4362466422467, 76.9778615512928
6/9/2017, 77.1, 77.75, 77, 77.52, 13418971, 0.701842765819758, 0.815634028974686, 1.20396038567513, 1.81574538116066, 0, 0.587701542073376, 0.461580603635083, 0.126120938438292, 77.5938181818186, 76.781139784946, 76.4678046398047, 77.0520835380836
6/12/2017, 77.46, 77.74, 77.05, 77.42, 7700644, 0.712173968561486, 0.782770621723343, 1.15846313917917, 1.81544881385223, 0, 0.600370799790696, 0.489338642866206, 0.11103215692449, 77.6238181818186, 76.9426236559137, 76.5034188034189, 77.1201866151867
