Date,IWM_Open,IWM_High,IWM_Low,IWM_Close,IWM_Volume,IWM_ATRPercentOfClose20,IWM_SQN25,IWM_SQN50,IWM_SQN100,IWM_SQN200,IWM_MACD,IWM_MACD_Avg,IWM_MACD_Diff,IWM_LinReg10,IWM_LinReg30,IWM_LinReg90,IWM_LinReg270
2/24/2017, 137.46, 138.65, 137.3, 138.65, 24512342, 1.19171019110656, 1.00230246400014, 0, 0, 0, 0.996420486655353, 0.840745789820902, 0.155674696834451, 139.427454545454, 139.201161290322, 138.456472261735, 138.456472261735
2/27/2017, 138.34, 140, 138.21, 140, 28269036, 1.1851363364077, 1.1053763089027, 0, 0, 0, 1.04679630402453, 0.881955892661627, 0.164840411362898, 139.556545454545, 139.542817204301, 138.71016194332, 138.71016194332
2/28/2017, 139.38, 139.48, 137.76, 137.84, 40184131, 1.22477606458375, 0.739275080605148, 0, 0, 0, 0.902027542088405, 0.885970222546983, 0.0160573195414221, 138.89909090909, 139.645290322581, 138.727230769231, 138.727230769231
3/1/2017, 139.65, 140.86, 139.52, 140.36, 35719834, 1.25022781494096, 0.790618035288107, 0, 0, 0, 0.97935084778419, 0.904646347594424, 0.0747045001897655, 139.229272727272, 139.933978494624, 138.984353658537, 138.984353658537
3/2/2017, 140.33, 140.36, 138.64, 138.75, 25937002, 1.26348019675573, 0.283086241063459, 0, 0, 0, 0.90033804344003, 0.903784686763545, -0.00344664332351552, 139.081999999999, 140.009333333333, 139.067421602787, 139.067421602787
3/3/2017, 138.8, 139.42, 137.88, 138.65, 30989760, 1.25670741748911, 0.362099906035007, 0, 0, 0, 0.820195954071352, 0.887066940225107, -0.066870986153755, 138.867999999999, 139.973505376344, 139.133311184939, 139.133311184939
3/6/2017, 137.78, 137.97, 136.99, 137.7, 23892086, 1.26238459886072, 0.278653428558703, 0, 0, 0, 0.672276129590813, 0.844108778098248, -0.171832648507435, 138.337818181817, 139.83152688172, 139.107410147992, 139.107410147992
3/7/2017, 137.4, 137.74, 136.61, 136.8, 29711279, 1.24845644225121, 0.472823582276988, 0, 0, 0, 0.476928390985364, 0.770672700675671, -0.293744309690307, 137.791636363636, 139.516989247312, 139.003272727273, 139.003272727273
3/8/2017, 137.28, 137.62, 135.78, 135.9, 34115126, 1.26158498333309, 0.140888198960379, 0, 0, 0, 0.246648215257636, 0.665867803592064, -0.419219588334428, 136.995999999999, 139.206086021505, 138.828570048309, 138.828570048309
3/9/2017, 135.83, 136.49, 134.89, 135.36, 35223796, 1.26238866188844, 0.0582089603328783, 0, 0, 0, 0.0203415452116076, 0.536762551915973, -0.516421006704365, 136.048545454545, 138.912193548387, 138.620407030527, 138.620407030527
3/10/2017, 136.29, 136.31, 134.84, 135.96, 39516613, 1.2480367961868, 0.226000119781461, 0, 0, 0, -0.109332815026306, 0.407543478527517, -0.516876293553823, 135.473272727272, 138.669698924731, 138.475984042553, 138.475984042553
3/13/2017, 135.65, 136.79, 135.65, 136.28, 21295021, 1.22467661189521, -0.0928022663502605, 0, 0, 0, -0.184156512477358, 0.289203480326542, -0.4733599928039, 135.425272727272, 138.440989247312, 138.36693877551, 138.36693877551
3/14/2017, 135.75, 135.83, 134.56, 135.63, 30037834, 1.23242632334753, -0.0215661194094596, 0, 0, 0, -0.292532269597388, 0.172856330341756, -0.465388599939144, 134.923636363635, 138.002559139785, 138.213355102041, 138.213355102041
3/15/2017, 136.29, 138.02, 135.97, 137.73, 31230409, 1.23971744081787, 0.468444396556391, 0, 0, 0, -0.206586982217374, 0.0969676678299302, -0.303554650047304, 135.771999999999, 137.884602150538, 138.232729411765, 138.232729411765
3/16/2017, 138.22, 138.51, 137.56, 137.91, 25306607, 1.21063714718042, 0.545181210368382, 0.322882257497771, 0, 0, -0.122537688888684, 0.0530665964862073, -0.175604285374892, 136.503999999999, 137.768021505376, 138.263959276018, 138.263959276018
3/17/2017, 138.14, 138.73, 137.31, 138.46, 33324628, 1.19681511280709, 0.3134428037346, 0.11435868680106, 0, 0, -0.0114160181737475, 0.0401700735542164, -0.0515860917279639, 137.451818181817, 137.680752688172, 138.333708272859, 138.333708272859
3/20/2017, 138.28, 138.52, 137.37, 137.75, 19091187, 1.18457691102219, -0.0170442530870736, 0.229774509603978, 0, 0, 0.0191370402857842, 0.0359634669005299, -0.0168264266147457, 137.974727272726, 137.617182795699, 138.346331236897, 138.346331236897
3/21/2017, 138.51, 138.6, 133.92, 133.97, 61868962, 1.33176603731164, -0.659575177173413, -0.17195808974536, 0, 0, -0.258681925767689, -0.0229656116331139, -0.235716314134575, 137.00909090909, 136.999655913979, 138.08527946128, 138.08527946128
3/22/2017, 133.71, 134.31, 132.78, 134, 46332586, 1.32198403893813, -0.729428371659131, -0.0641465642057282, 0, 0, -0.471005253293725, -0.112573539965236, -0.358431713328489, 136.028181818181, 136.358, 137.842155844156, 137.842155844156
3/23/2017, 134, 135.7, 133.64, 134.78, 37764648, 1.32503760318165, -0.733293191380622, -0.125176083812012, 0, 0, -0.569765635221017, -0.204011959016392, -0.365753676204625, 135.312363636363, 135.807311827957, 137.667781954887, 137.667781954887
3/24/2017, 134.95, 135.47, 133.86, 134.49, 33514377, 1.32135578666802, -0.719670063305664, -0.18840403403473, 0, 0, -0.663782850289721, -0.295966137271058, -0.367816713018663, 134.647999999999, 135.347913978495, 137.483756805808, 137.483756805808
3/27/2017, 132.76, 135.07, 132.4, 134.74, 35596748, 1.35203861334075, -0.664095359391043, -0.0342420011678357, 0, 0, -0.70993556465649, -0.378760022748145, -0.331175541908346, 134.214181818181, 135.00511827957, 137.32715371128, 137.32715371128
3/28/2017, 134.28, 135.9, 134.14, 135.79, 26891866, 1.33931069020883, -0.665135844255556, -0.0252933814303606, 0, 0, -0.654243981158572, -0.43385681443023, -0.220387166728342, 134.09709090909, 134.840193548387, 137.248847457627, 137.248847457627
3/29/2017, 135.7, 136.49, 135.3, 136.23, 22119504, 1.3119118306708, -0.499110086886544, 0.253952509137322, 0, 0, -0.568055487179777, -0.460696548980139, -0.107358938199637, 134.543272727271, 134.777956989247, 137.203448087432, 137.203448087432
3/30/2017, 136.32, 137.38, 136.26, 137.26, 25792935, 1.27885517454225, -0.206604833488249, 0.323356916751878, 0, 0, -0.41189008036244, -0.4509352552566, 0.0390451748941597, 135.46309090909, 134.918064516129, 137.226345848757, 137.226345848757
3/31/2017, 137.42, 138.17, 136.94, 137.48, 29434275, 1.25770205262428, -0.156933909764979, 0.489759212232048, 0, 0, -0.267294504304829, -0.414207105066245, 0.146912600761417, 136.604363636362, 135.07511827957, 137.261674347158, 137.261674347158
4/3/2017, 137.97, 138.1, 135.6, 136.03, 38834899, 1.29944449228146, -0.590667842379038, 0.224246256267996, 0, 0, -0.266630796518342, -0.384691843356665, 0.118061046838323, 137.15618181818, 135.053290322581, 137.205014880952, 137.205014880952
4/4/2017, 135.93, 136.55, 135.35, 135.87, 25642559, 1.28008583624637, -0.301238883993511, 0.274191830075798, 0, 0, -0.275835802708201, -0.362920635226972, 0.087084832518771, 136.990545454544, 135.103698924731, 137.141480769231, 137.141480769231
4/5/2017, 136.83, 137.43, 134.08, 134.33, 44968767, 1.35471599376353, -1.04157108525081, -0.168565728143866, 0, 0, -0.402753277042621, -0.370887163590102, -0.0318661134525187, 136.195272727271, 134.945311827957, 136.98855944056, 136.98855944056
4/6/2017, 134.54, 135.63, 133.83, 135.58, 41012050, 1.34149616071797, -0.537036141180962, -0.170480211554734, 0, 0, -0.397885164033511, -0.376286763678784, -0.0215984003547272, 135.969818181817, 134.924064516129, 136.917557666215, 136.917557666215
4/7/2017, 135.21, 136.03, 134.75, 135.52, 24300166, 1.3222110905891, -0.530292359545061, -0.110915780971143, 0, 0, -0.394323136302319, -0.379894038203491, -0.0144290980988281, 135.621999999998, 134.908989247312, 136.846611062335, 136.846611062335
4/10/2017, 135.47, 136.85, 135.16, 135.82, 22779946, 1.31554074986602, -0.314083420594551, -0.0159451673227564, 0, 0, -0.363107038948243, -0.376536638352441, 0.0134295994041981, 135.371636363635, 135.042172043011, 136.796445012788, 136.796445012788
4/11/2017, 135.27, 136.92, 135.08, 136.9, 32589223, 1.30710670134743, 0.0384959156721249, 0.359598652768984, 0, 0, -0.248358164509, -0.350900943583753, 0.102542779074753, 135.645454545453, 135.19535483871, 136.80998757764, 136.80998757764
4/12/2017, 136.64, 136.7, 134.92, 135.04, 25700826, 1.33216648432864, -0.125790920308816, 0.00619038370487841, 0, 0, -0.304000976107801, -0.341520950088563, 0.0375199739807616, 135.30418181818, 135.286602150538, 136.71876861167, 136.71876861167
4/13/2017, 134.88, 135.37, 133.66, 133.72, 30206992, 1.34199053201879, -0.255390124352432, -0.1462336926659, 0, 0, -0.449430518230969, -0.363102863717044, -0.0863276545139249, 134.777818181816, 135.13735483871, 136.559107981221, 136.559107981221
4/17/2017, 134.07, 135.32, 133.68, 135.29, 18278795, 1.32070681679707, -0.0862766250998148, 0.0886715103857577, 0, 0, -0.433007162136818, -0.377083723400999, -0.0559234387358191, 135.030909090907, 135.213096774194, 136.4924847793, 136.4924847793
4/18/2017, 134.72, 135.46, 134.16, 135.32, 24553317, 1.30242760850023, -0.133553651076349, -0.161836710997276, 0, 0, -0.412812143406228, -0.384229407402044, -0.0285827360041835, 135.123818181816, 135.250989247312, 136.430603480193, 136.430603480193
4/19/2017, 135.69, 136.96, 135.54, 135.79, 34627635, 1.29341099332159, 0.0488367199350897, 0.0233862112779549, 0, 0, -0.354792545900409, -0.378342035101717, 0.0235494892013083, 135.385818181816, 135.303870967742, 136.396497297297, 136.396497297297
4/20/2017, 136.34, 137.67, 136.15, 137.52, 31934431, 1.28163659717846, -0.0121951872280972, 0.307922119713496, 0, 0, -0.167286678385608, -0.336130963758496, 0.168844285372888, 135.941818181816, 135.522774193548, 136.454407017544, 136.454407017544
4/21/2017, 137.24, 137.55, 136.71, 137.21, 29385980, 1.25091561549291, -0.0926033058078927, 0.29986169884156, 0, 0, -0.043203315764174, -0.277545434159631, 0.234342118395457, 136.466727272725, 135.655892473118, 136.493694463431, 136.493694463431
4/24/2017, 139.08, 139.34, 138.49, 138.92, 33836931, 1.25040472949679, 0.0954351625463456, 0.27468632403622, 0, 0, 0.19091559587099, -0.183853228153507, 0.374768824024497, 137.481454545452, 136.034043010753, 136.618341658342, 136.618341658342
4/25/2017, 140.24, 140.88, 140.09, 140.27, 32751675, 1.24631720090261, 0.414065642944041, 0.308596432417065, 0, 0, 0.479858724976935, -0.0511108375274185, 0.530969562504354, 138.837090909089, 136.585720430108, 136.805381369685, 136.805381369685
4/26/2017, 140.17, 141.82, 140.13, 140.99, 41669249, 1.2378882763464, 1.41738250824207, 0.349683306111742, 0, 0, 0.758206091370738, 0.110752548252213, 0.647453543118525, 140.414727272725, 137.159677419355, 137.019996835443, 137.019996835443
4/27/2017, 141.34, 141.8, 140.48, 140.95, 23004326, 1.2231527114436, 1.40237580374067, 0.290162600370278, 0, 0, 0.964453103885887, 0.281492659378948, 0.682960444506939, 141.383454545452, 137.833978494624, 137.223342592593, 137.223342592593
4/28/2017, 141.03, 141.17, 139.04, 139.06, 31113926, 1.25437369440584, 0.814893712364541, -0.0310451109633421, 0, 0, 0.964282494273704, 0.418050626357899, 0.546231867915805, 141.112909090907, 138.259698924731, 137.326326407709, 137.326326407709
5/1/2017, 139.64, 140.29, 138.78, 139.86, 20925239, 1.23882129019643, 1.01397179082844, 0.107621769379771, 0, 0, 1.01697751529807, 0.537836004145932, 0.479141511152134, 141.141454545452, 138.816172043011, 137.463205994711, 137.463205994711
5/2/2017, 139.98, 140.34, 138.69, 139.15, 17993929, 1.2421736856955, 0.826738982530839, 0.0356779284125101, 0, 0, 0.99003512418841, 0.628275828154428, 0.361759296033982, 140.681454545452, 139.226193548387, 137.560688468158, 137.560688468158
5/3/2017, 138.49, 139.11, 137.69, 138.29, 27050258, 1.24019122818933, 0.47595886433853, -0.191429167074269, 0, 0, 0.889039973043367, 0.680428657132216, 0.208611315911151, 139.809454545452, 139.266064516129, 137.613826330532, 137.613826330532
5/4/2017, 138.53, 138.73, 137.11, 138.1, 25799132, 1.23845577624176, 0.360958961204761, -0.142316461220116, 0, 0, 0.784624513051739, 0.70126782831612, 0.0833566847356184, 139.081454545452, 139.255956989248, 137.655906976744, 137.655906976744
5/5/2017, 138.69, 138.99, 137.53, 138.99, 23806535, 1.22152101276378, 0.3345624271333, 0.058945677138845, 0, 0, 0.764873089832605, 0.713988880619417, 0.0508842092131877, 138.56727272727, 139.384322580645, 137.736864474739, 137.736864474739
5/8/2017, 138.66, 138.98, 137.76, 138.41, 16680015, 1.20974095286349, 0.188342740914815, 0.00290469307879724, 0, 0, 0.694414019335198, 0.710073908362574, -0.0156598890273751, 138.097636363634, 139.392602150538, 137.788278474399, 137.788278474399
5/9/2017, 138.59, 138.83, 137.78, 138.35, 23988364, 1.18769955201694, 0.458431647657773, -0.163889583413415, 0, 0, 0.626511169010087, 0.693361360492076, -0.0668501914819896, 137.905090909088, 139.384645161291, 137.834872318693, 137.834872318693
5/10/2017, 138.04, 139.48, 137.86, 139.21, 19791524, 1.17952964133659, 0.645005230874084, 0.196532974784089, 0, 0, 0.634775190333585, 0.681644126460378, -0.0468689361267931, 138.258363636361, 139.532516129033, 137.917543071161, 137.917543071161
5/11/2017, 138.67, 138.83, 136.98, 138.24, 28617310, 1.20907266566799, 0.780931437184835, -0.239249211375191, 0, 0, 0.556637028232785, 0.656642706814859, -0.100005678582074, 138.365636363634, 139.564580645162, 137.954515262515, 137.954515262515
5/12/2017, 137.71, 137.89, 137.16, 137.51, 24111218, 1.19398658306193, 0.398371729624008, -0.13241661544601, 0, 0, 0.430840610310753, 0.611482287514038, -0.180641677203285, 137.990545454543, 139.559720430108, 137.951816849817, 137.958392259914
5/15/2017, 137.98, 139.25, 137.98, 138.58, 31132243, 1.18830884893205, 0.608827871623183, 0.0194005912510725, 0, 0, 0.412728424071986, 0.571731514825628, -0.159003090753642, 138.229636363634, 139.703677419355, 138.044654456655, 138.007769985975
5/16/2017, 138.97, 139.04, 137.62, 138.63, 18520895, 1.17970171153974, 0.560189979504805, 0.148236136437606, 0, 0, 0.397823110932507, 0.536949834047003, -0.139126723114497, 138.413818181815, 139.750215053764, 138.103758241758, 138.057304964539
5/17/2017, 136.33, 137.04, 134.75, 134.89, 50791166, 1.29561083740245, -0.299009600527655, -0.196200456142725, 0, 0, 0.0832639839892693, 0.446212664035457, -0.362948680046187, 137.162363636361, 139.294774193549, 137.986481074481, 137.948257558791
5/18/2017, 134.57, 135.9, 134.23, 135.38, 44805143, 1.28805361622363, 0.0792147188204405, -0.0311977048529915, 0, 0, -0.125046032664159, 0.331960924695534, -0.457006957359692, 136.227636363634, 138.805161290323, 137.871431013431, 137.863368421053
5/19/2017, 135.64, 136.76, 135.42, 136.03, 44450513, 1.26852799850134, 0.419148341487466, 0.111099239783714, 0, 0, -0.234975008302428, 0.218573738095941, -0.453548746398369, 135.843818181815, 138.474580645162, 137.813035409035, 137.808092783505
5/22/2017, 136.26, 137.2, 136.16, 136.95, 20062657, 1.23972231072896, 0.310946551346479, 0.148392808030631, 0, 0, -0.245033607354628, 0.125852269005827, -0.370885876360456, 135.82327272727, 138.253827956989, 137.800231990232, 137.792045024195
5/23/2017, 137.29, 137.69, 136.35, 137.4, 16681423, 1.2226417171151, 0.382957814612683, 0.163353141948957, 0, 0, -0.214224434448454, 0.0578369283149712, -0.272061362763425, 136.025818181815, 138.100946236559, 137.783311355311, 137.794557823129
5/24/2017, 137.51, 138.03, 136.83, 137.49, 21500658, 1.20438885253497, 0.316890070295566, 0.251783338239209, 0, 0, -0.180465402291787, 0.0101764621936195, -0.190641864485407, 136.48327272727, 138.021290322581, 137.790549450549, 137.800472727273
5/25/2017, 138.14, 138.61, 137.2, 137.58, 22804164, 1.19466384771247, 0.0311082415600463, 0.0118916486795395, 0, 0, -0.144779945162838, -0.0208148192776721, -0.123965125885166, 136.871636363633, 137.825247311828, 137.759709401709, 137.809639603961
5/26/2017, 137.38, 137.79, 136.78, 137.54, 20047267, 1.17197731248995, 0.0800793958909945, -0.0148332418007027, 0.217514763713646, 0, -0.11836222296597, -0.0403243000153317, -0.0780379229506387, 137.136181818179, 137.519741935484, 137.734576312576, 137.816843331392
5/30/2017, 137.12, 137.44, 136.22, 136.46, 25544111, 1.17055599869467, -0.44065621074918, -0.211659307554037, -0.0739791761093681, 0, -0.18246956628218, -0.0687533532687013, -0.113716213013478, 137.239999999997, 137.157225806452, 137.635819291819, 137.781979821055
5/31/2017, 136.84, 136.92, 134.64, 136.32, 34345409, 1.19679700706265, -0.745957117373188, -0.143910230741057, 0.0529022047857509, 0, -0.241784783224716, -0.103359639259904, -0.138425143964812, 137.421090909088, 136.771397849463, 137.544290598291, 137.74284540702
6/1/2017, 136.72, 139, 136.27, 138.95, 44618558, 1.21367398058756, -0.325944073981986, 0.675390783055705, 0.323325369408542, 0, -0.0757008673452333, -0.0978278848769701, 0.0221270175317368, 137.888727272724, 136.744150537635, 137.553902319902, 137.804642857143
6/2/2017, 139.45, 141.02, 139.05, 139.85, 46680183, 1.21957811671441, -0.162736894254769, 0.78234330070976, 0.477917528314555, 0, 0.127079418512977, -0.0528464241989806, 0.179925842711958, 138.543818181815, 136.926043010753, 137.644695970696, 137.898125786164
6/5/2017, 139.96, 140.11, 138.95, 138.98, 20808877, 1.20758454195844, 0.00646469306591162, 0.567927044791827, 0.291805977075874, 0, 0.215102953945888, 0.000743451429993013, 0.214359502515895, 138.784545454542, 136.961849462366, 137.723032967033, 137.956104743432
6/6/2017, 138.11, 139.66, 137.81, 138.85, 25460884, 1.21489805300191, -0.158770569557489, 0.589787199724353, 0.259768774696218, 0, 0.271245576248702, 0.0548438763937349, 0.216401699854968, 139.003454545451, 137.083741935484, 137.782168498169, 138.00733125649
6/7/2017, 138.86, 139.53, 138.49, 138.98, 20542219, 1.19048902666822, -0.0102375466932914, 0.573682190156085, 0.363991896555512, 0, 0.322511213936082, 0.108377343902204, 0.214133870033877, 139.253636363633, 137.312580645162, 137.834937728938, 138.061578321441
6/8/2017, 138.98, 141.46, 138.74, 140.88, 33956430, 1.21224770499739, 0.465048092319605, 0.665068563776884, 0.436645572666173, 0, 0.51056820968617, 0.188815517058997, 0.321752692627172, 140.091999999997, 137.838817204302, 137.926493284493, 138.182788990826
6/9/2017, 141.46, 142.9, 140.7, 141.61, 56979378, 1.22337676609018, 0.619563621695882, 0.697231209886678, 0.666606792825938, 0, 0.71032148886718, 0.293116711420634, 0.417204777446546, 141.015636363633, 138.455720430108, 138.06601953602, 138.32628009828
6/12/2017, 141.66, 142.15, 140.89, 141.38, 34665481, 1.20865939067569, 0.430289869288135, 0.542191316650301, 0.608109596803445, 0, 0.840380935645811, 0.402569556265669, 0.437811379380142, 141.631999999997, 138.9131827957, 138.18904029304, 138.457020592021
6/13/2017, 141.8, 142.31, 141.47, 142.1, 22046771, 1.17513195933175, 0.654233772858017, 0.601048784171731, 0.769817533452863, 0, 0.990138269325456, 0.520083298877627, 0.470054970447829, 142.071636363633, 139.500365591398, 138.331413919414, 138.608988621998
6/14/2017, 142.03, 142.04, 140.45, 141.26, 33021942, 1.18141681190705, 0.515698323196037, 0.689898083251114, 0.635779118775599, 0, 1.02917733965191, 0.621902107032483, 0.407275232619426, 141.885454545451, 139.9191827957, 138.477506715507, 138.726846762925
6/15/2017, 139.69, 140.98, 139.69, 140.54, 27376771, 1.18395184223346, 0.246896237097826, 0.618314951125713, 0.624167489319169, 0, 0.990599091734993, 0.695641503972985, 0.294957587762007, 141.707090909088, 140.175698924732, 138.566021978022, 138.816076277651
